year,tag,number,year_total
2013,view,2783,2060473
2013,viewcontroller,282,2060473
2013,viewmodel,468,2060473
2013,viewport,399,2060473
2013,views,589,2060473
2013,viewstate,227,2060473
2013,vim,3470,2060473
2013,vimeo,249,2060473
2013,virtual,341,2060473
2013,virtualbox,456,2060473
2013,virtualenv,529,2060473
2013,virtualhost,368,2060473
2013,virtualization,231,2060473
2013,virtual-machine,533,2060473
2013,visibility,418,2060473
2013,visio,141,2060473
2013,visual-c++,4048,2060473
2013,visualforce,235,2060473
2013,visualization,354,2060473
2013,visual-studio,6975,2060473
2013,visual-studio-2005,254,2060473
2013,visual-studio-2008,1281,2060473
2013,visual-studio-2010,9529,2060473
2013,visual-studio-2012,8856,2060473
2013,visual-studio-2013,1248,2060473
2013,visual-studio-2015,10,2060473
2013,visual-studio-2017,2,2060473
2013,visual-studio-code,1,2060473
2013,visual-studio-debugging,349,2060473
2013,visual-studio-extensions,165,2060473
2013,visual-studio-lightswitch,210,2060473
2013,vlc,275,2060473
2013,vlookup,242,2060473
2013,vmware,247,2060473
2013,voice-recognition,163,2060473
2013,void,231,2060473
2013,voip,293,2060473
2013,volatile,191,2060473
2013,volume,187,2060473
2013,vpn,221,2060473
2013,vps,197,2060473
2013,vsto,466,2060473
2013,vsts,250,2060473
2013,vtk,212,2060473
2013,vuforia,110,2060473
2013,w3c,133,2060473
2013,wait,424,2060473
2013,wamp,860,2060473
2013,wampserver,341,2060473
2013,war,467,2060473
2013,warnings,579,2060473
2013,watch,136,2060473
2013,watchkit,2,2060473
2013,waterline,30,2060473
2013,watin,94,2060473
2013,watir,392,2060473
2013,watir-webdriver,361,2060473
2013,wav,320,2060473
2013,wcf,6760,2060473
2013,wcf-binding,234,2060473
2013,wcf-data-services,351,2060473
2013,wcf-ria-services,152,2060473
2013,wcf-security,145,2060473
2013,web,4119,2060473
2013,web.xml,344,2060473
2013,web2py,309,2060473
2013,web-applications,3030,2060473
2013,web-audio,223,2060473
2013,webbrowser-control,695,2060473
2013,webcam,361,2060473
2013,webclient,450,2060473
2013,web-component,29,2060473
2013,web-config,1163,2060473
2013,web-crawler,849,2060473
2013,webdav,146,2060473
2013,webdeploy,179,2060473
2013,web-deployment,449,2060473
2013,webdriver,1483,2060473
2013,webfonts,248,2060473
2013,webforms,1925,2060473
2013,webgl,983,2060473
2013,webhooks,58,2060473
2013,web-hosting,211,2060473
2013,webkit,1011,2060473
2013,weblogic,760,2060473
2013,weblogic12c,110,2060473
2013,webmatrix,338,2060473
2013,webmethod,203,2060473
2013,webpage,414,2060473
2013,web-parts,176,2060473
2013,webrequest,171,2060473
2013,webrtc,441,2060473
2013,web-scraping,1245,2060473
2013,webserver,934,2060473
2013,web-services,8103,2060473
2013,website,1196,2060473
2013,websocket,1818,2060473
2013,websphere,785,2060473
2013,websphere-8,150,2060473
2013,websphere-liberty,51,2060473
2013,webstorm,281,2060473
2013,webview,2143,2060473
2013,web-worker,156,2060473
2013,weka,425,2060473
2013,wget,375,2060473
2013,whatsapp,105,2060473
2013,where,625,2060473
2013,where-clause,311,2060473
2013,while-loop,2361,2060473
2013,whitespace,475,2060473
2013,wicket,546,2060473
2013,widget,1114,2060473
2013,width,958,2060473
2013,wif,267,2060473
2013,wifi,653,2060473
2013,wiki,132,2060473
2013,wikipedia,157,2060473
2013,wildcard,455,2060473
2013,wildfly,44,2060473
2013,winapi,4504,2060473
2013,windbg,296,2060473
2013,window,1197,2060473
2013,window-functions,82,2060473
2013,windows,15054,2060473
2013,windows-10,1,2060473
2013,windows-7,1497,2060473
2013,windows-7-x64,315,2060473
2013,windows-8,4116,2060473
2013,windows-8.1,528,2060473
2013,windows-applications,163,2060473
2013,windows-authentication,283,2060473
2013,windows-ce,426,2060473
2013,windows-forms-designer,162,2060473
2013,windows-installer,842,2060473
2013,windows-mobile,230,2060473
2013,windows-phone,2229,2060473
2013,windows-phone-7,4263,2060473
2013,windows-phone-7.1,342,2060473
2013,windows-phone-8,6835,2060473
2013,windows-phone-8.1,4,2060473
2013,windows-runtime,2056,2060473
2013,windows-server-2003,148,2060473
2013,windows-server-2008,477,2060473
2013,windows-server-2008-r2,322,2060473
2013,windows-server-2012,238,2060473
2013,windows-server-2012-r2,9,2060473
2013,windows-services,911,2060473
2013,windows-store-apps,2282,2060473
2013,windows-vista,56,2060473
2013,windows-xp,462,2060473
2013,winforms,12110,2060473
2013,winjs,549,2060473
2013,winrt-xaml,1154,2060473
2013,winsock,294,2060473
2013,wireless,144,2060473
2013,wireshark,265,2060473
2013,wix,1334,2060473
2013,wizard,159,2060473
2013,wkhtmltopdf,244,2060473
2013,wmi,516,2060473
2013,wolfram-mathematica,408,2060473
2013,woocommerce,680,2060473
2013,word2vec,2,2060473
2013,wordpress,16087,2060473
2013,wordpress-plugin,1335,2060473
2013,wordpress-theming,953,2060473
2013,word-vba,398,2060473
2013,workflow,479,2060473
2013,workflow-foundation,138,2060473
2013,workflow-foundation-4,208,2060473
2013,worksheet-function,155,2060473
2013,wpf,19482,2060473
2013,wpf-controls,950,2060473
2013,wpfdatagrid,375,2060473
2013,wrap,211,2060473
2013,wrapper,415,2060473
2013,wsdl,1203,2060473
2013,wsgi,217,2060473
2013,wso2,1352,2060473
2013,wso2-am,48,2060473
2013,wso2carbon,181,2060473
2013,wso2esb,601,2060473
2013,wso2is,121,2060473
2013,wxpython,925,2060473
2013,wxwidgets,404,2060473
2013,wysiwyg,322,2060473
2013,x++,131,2060473
2013,x11,325,2060473
2013,x509,168,2060473
2013,x509certificate,255,2060473
2013,x86,1568,2060473
2013,x86-16,184,2060473
2013,x86-64,353,2060473
2013,xamarin,1534,2060473
2013,xamarin.android,1099,2060473
2013,xamarin.ios,1649,2060473
2013,xamarin-studio,226,2060473
2013,xaml,6999,2060473
2013,xampp,1096,2060473
2013,xcode,14033,2060473
2013,xcode4,421,2060473
2013,xcode4.2,126,2060473
2013,xcode4.3,66,2060473
2013,xcode4.5,859,2060473
2013,xcode5,1640,2060473
2013,xcode6,4,2060473
2013,xcode7,1,2060473
2013,xcode8,1,2060473
2013,xcode9,1,2060473
2013,xctest,64,2060473
2013,xdebug,313,2060473
2013,xhtml,605,2060473
2013,xib,417,2060473
2013,xilinx,145,2060473
2013,xls,251,2060473
2013,xlsx,166,2060473
2013,xml,23296,2060473
2013,xmldocument,155,2060473
2013,xmlhttprequest,1181,2060473
2013,xml-namespaces,334,2060473
2013,xml-parsing,2490,2060473
2013,xml-rpc,215,2060473
2013,xml-serialization,659,2060473
2013,xmlserializer,160,2060473
2013,xmpp,747,2060473
2013,xna,1656,2060473
2013,xna-4.0,316,2060473
2013,xor,149,2060473
2013,xpages,954,2060473
2013,xpath,3351,2060473
2013,xquery,474,2060473
2013,xsd,1623,2060473
2013,xsd-validation,150,2060473
2013,xsl-fo,196,2060473
2013,xslt,4583,2060473
2013,xslt-1.0,802,2060473
2013,xslt-2.0,506,2060473
2013,xss,454,2060473
2013,xtext,156,2060473
2013,xts,220,2060473
2013,xul,177,2060473
2013,xunit,72,2060473
2013,yacc,161,2060473
2013,yahoo,139,2060473
2013,yaml,420,2060473
2013,yarn,76,2060473
2013,yeoman,511,2060473
2013,yesod,225,2060473
2013,yield,125,2060473
2013,yii,3788,2060473
2013,yii2,12,2060473
2013,youtube,1972,2060473
2013,youtube-api,1775,2060473
2013,youtube-api-v3,5,2060473
2013,youtube-data-api,52,2060473
2013,yui,289,2060473
2013,yum,135,2060473
2013,z3,375,2060473
2013,zend-db,170,2060473
2013,zend-form,263,2060473
2013,zend-framework,2673,2060473
2013,zend-framework2,2502,2060473
2013,zeromq,410,2060473
2013,z-index,560,2060473
2013,zip,968,2060473
2013,zipfile,140,2060473
2013,zk,263,2060473
2013,zlib,211,2060473
2013,zoom,647,2060473
2013,zsh,372,2060473
2013,zurb-foundation,1182,2060473
2013,zxing,333,2060473
2014,.htaccess,10646,2164701
2014,.net,27036,2164701
2014,.net-2.0,75,2164701
2014,.net-3.5,304,2164701
2014,.net-4.0,637,2164701
2014,.net-4.5,700,2164701
2014,.net-assembly,468,2164701
2014,.net-core,8,2164701
2014,2d,807,2164701
2014,32-bit,128,2164701
2014,32bit-64bit,314,2164701
2014,3d,1724,2164701
2014,64bit,554,2164701
2014,abap,173,2164701
2014,absolute,219,2164701
2014,abstract,291,2164701
2014,abstract-class,500,2164701
2014,abstract-syntax-tree,235,2164701
2014,accelerometer,322,2164701
2014,access,1,2164701
2014,access-control,133,2164701
2014,accessibility,457,2164701
2014,access-token,219,2164701
2014,access-vba,1605,2164701
2014,access-violation,169,2164701
2014,accordion,473,2164701
2014,achartengine,315,2164701
2014,acl,266,2164701
2014,acrobat,136,2164701
2014,action,530,2164701
2014,actionbarsherlock,408,2164701
2014,actionlistener,608,2164701
2014,actionmailer,328,2164701
2014,actionscript,766,2164701
2014,actionscript-2,184,2164701
2014,actionscript-3,5059,2164701
2014,activeadmin,585,2164701
2014,active-directory,1366,2164701
2014,activemq,676,2164701
2014,activerecord,3469,2164701
2014,activex,336,2164701
2014,actor,272,2164701
2014,acumatica,43,2164701
2014,ada,228,2164701
2014,adal,38,2164701
2014,adapter,589,2164701
2014,adb,848,2164701
2014,add,565,2164701
2014,addclass,220,2164701
2014,addeventlistener,210,2164701
2014,add-in,225,2164701
2014,addition,174,2164701
2014,adfs,181,2164701
2014,admin,565,2164701
2014,admob,1347,2164701
2014,ado,261,2164701
2014,ado.net,853,2164701
2014,adobe,607,2164701
2014,adodb,218,2164701
2014,ads,333,2164701
2014,adsense,175,2164701
2014,adt,819,2164701
2014,advanced-custom-fields,322,2164701
2014,aem,317,2164701
2014,aes,662,2164701
2014,afnetworking,781,2164701
2014,afnetworking-2,623,2164701
2014,aggregate,483,2164701
2014,aggregate-functions,508,2164701
2014,aggregation,211,2164701
2014,aggregation-framework,876,2164701
2014,agile,81,2164701
2014,air,935,2164701
2014,aix,188,2164701
2014,ajax,28166,2164701
2014,ajaxcontroltoolkit,266,2164701
2014,akka,958,2164701
2014,akka-stream,8,2164701
2014,alamofire,91,2164701
2014,alarm,167,2164701
2014,alarmmanager,542,2164701
2014,alert,444,2164701
2014,alertdialog,360,2164701
2014,alexa,20,2164701
2014,alfresco,480,2164701
2014,algorithm,11140,2164701
2014,alias,417,2164701
2014,alignment,988,2164701
2014,allocation,156,2164701
2014,alpha,191,2164701
2014,amazon,526,2164701
2014,amazon-cloudformation,101,2164701
2014,amazon-cloudfront,227,2164701
2014,amazon-cognito,58,2164701
2014,amazon-dynamodb,387,2164701
2014,amazon-ec2,2744,2164701
2014,amazon-elb,119,2164701
2014,amazon-emr,83,2164701
2014,amazon-iam,122,2164701
2014,amazon-rds,223,2164701
2014,amazon-redshift,314,2164701
2014,amazon-route53,101,2164701
2014,amazon-s3,2437,2164701
2014,amazon-sns,128,2164701
2014,amazon-sqs,150,2164701
2014,amazon-web-services,5620,2164701
2014,amcharts,164,2164701
2014,amd,235,2164701
2014,amqp,250,2164701
2014,anaconda,323,2164701
2014,analysis,171,2164701
2014,analytics,472,2164701
2014,anchor,528,2164701
2014,andengine,439,2164701
2014,android,167136,2164701
2014,android-4.0,36,2164701
2014,android-4.4-kitkat,614,2164701
2014,android-5.0-lollipop,1018,2164701
2014,android-6.0-marshmallow,2,2164701
2014,android-actionbar,2315,2164701
2014,android-activity,4547,2164701
2014,android-adapter,423,2164701
2014,android-alarms,179,2164701
2014,android-alertdialog,393,2164701
2014,android-animation,769,2164701
2014,android-arrayadapter,685,2164701
2014,android-asynctask,2758,2164701
2014,android-bitmap,226,2164701
2014,android-bluetooth,315,2164701
2014,android-broadcast,281,2164701
2014,android-button,306,2164701
2014,android-camera,868,2164701
2014,android-canvas,562,2164701
2014,android-cardview,92,2164701
2014,android-contacts,282,2164701
2014,android-contentprovider,402,2164701
2014,android-context,234,2164701
2014,android-coordinatorlayout,1,2164701
2014,android-custom-view,501,2164701
2014,android-databinding,1,2164701
2014,android-dialog,222,2164701
2014,android-dialogfragment,311,2164701
2014,android-drawable,443,2164701
2014,android-edittext,1635,2164701
2014,android-emulator,828,2164701
2014,android-espresso,180,2164701
2014,android-fragmentactivity,413,2164701
2014,android-fragments,7503,2164701
2014,android-gallery,167,2164701
2014,android-gradle,1184,2164701
2014,android-gridview,304,2164701
2014,android-image,166,2164701
2014,android-imageview,650,2164701
2014,android-intent,4632,2164701
2014,android-layout,7214,2164701
2014,android-library,235,2164701
2014,android-lifecycle,244,2164701
2014,android-linearlayout,702,2164701
2014,android-listfragment,289,2164701
2014,android-listview,4428,2164701
2014,android-location,187,2164701
2014,android-logcat,228,2164701
2014,android-manifest,575,2164701
2014,android-maps-v2,240,2164701
2014,android-mapview,145,2164701
2014,android-mediaplayer,683,2164701
2014,android-menu,190,2164701
2014,android-ndk,1741,2164701
2014,android-notifications,583,2164701
2014,android-pendingintent,230,2164701
2014,android-permissions,172,2164701
2014,android-preferences,228,2164701
2014,android-progressbar,236,2164701
2014,android-recyclerview,262,2164701
2014,android-resources,336,2164701
2014,android-scrollview,198,2164701
2014,android-sdcard,231,2164701
2014,android-sensors,228,2164701
2014,android-service,930,2164701
2014,android-softkeyboard,295,2164701
2014,android-source,232,2164701
2014,android-spinner,509,2164701
2014,android-sqlite,1057,2164701
2014,android-studio,4303,2164701
2014,android-styles,296,2164701
2014,android-support-library,524,2164701
2014,android-tabhost,291,2164701
2014,android-tablelayout,226,2164701
2014,android-tabs,276,2164701
2014,android-testing,220,2164701
2014,android-textview,548,2164701
2014,android-theme,291,2164701
2014,android-toolbar,175,2164701
2014,android-ui,337,2164701
2014,android-view,522,2164701
2014,android-viewpager,1619,2164701
2014,android-volley,530,2164701
2014,android-webview,771,2164701
2014,android-widget,345,2164701
2014,android-wifi,313,2164701
2014,android-xml,402,2164701
2014,angle,153,2164701
2014,angular,7,2164701
2014,angular-directive,118,2164701
2014,angularfire,455,2164701
2014,angularjs,46159,2164701
2014,angularjs-controller,311,2164701
2014,angularjs-directive,4732,2164701
2014,angularjs-filter,217,2164701
2014,angularjs-ng-click,221,2164701
2014,angularjs-ng-repeat,1745,2164701
2014,angularjs-routing,400,2164701
2014,angularjs-scope,2606,2164701
2014,angularjs-service,442,2164701
2014,angular-material,15,2164701
2014,angular-ngmodel,251,2164701
2014,angular-promise,283,2164701
2014,angular-routing,188,2164701
2014,angular-services,155,2164701
2014,angular-ui,1002,2164701
2014,angular-ui-bootstrap,1012,2164701
2014,angular-ui-grid,111,2164701
2014,angular-ui-router,1577,2164701
2014,animated-gif,145,2164701
2014,animation,4939,2164701
2014,annotations,1298,2164701
2014,anonymous-function,203,2164701
2014,ansible,498,2164701
2014,ansible-playbook,226,2164701
2014,ant,2076,2164701
2014,antlr,404,2164701
2014,antlr4,470,2164701
2014,aop,348,2164701
2014,apache,12651,2164701
2014,apache2,658,2164701
2014,apache-camel,1263,2164701
2014,apache-commons,162,2164701
2014,apache-httpclient-4.x,332,2164701
2014,apache-kafka,295,2164701
2014,apache-pig,1080,2164701
2014,apache-poi,894,2164701
2014,apache-spark,1438,2164701
2014,apache-spark-mllib,62,2164701
2014,apache-spark-sql,57,2164701
2014,apache-storm,354,2164701
2014,apache-zookeeper,292,2164701
2014,apex,284,2164701
2014,apex-code,117,2164701
2014,api,6750,2164701
2014,api-design,95,2164701
2014,apk,732,2164701
2014,appcelerator,281,2164701
2014,appcelerator-titanium,1,2164701
2014,appcompat,546,2164701
2014,app-config,291,2164701
2014,appdelegate,276,2164701
2014,appdomain,148,2164701
2014,append,1032,2164701
2014,app-engine-ndb,299,2164701
2014,appium,387,2164701
2014,apple-push-notifications,942,2164701
2014,applescript,988,2164701
2014,applet,1230,2164701
2014,apple-watch,44,2164701
2014,apply,419,2164701
2014,app-store,801,2164701
2014,appstore-approval,148,2164701
2014,aptana,183,2164701
2014,arabic,249,2164701
2014,arangodb,135,2164701
2014,arcgis,254,2164701
2014,architecture,1294,2164701
2014,archive,240,2164701
2014,archlinux,141,2164701
2014,arduino,1855,2164701
2014,arduino-uno,157,2164701
2014,argparse,250,2164701
2014,arguments,1062,2164701
2014,arm,1160,2164701
2014,arraylist,4451,2164701
2014,arrays,41643,2164701
2014,artifactory,208,2164701
2014,artificial-intelligence,495,2164701
2014,ascii,708,2164701
2014,asihttprequest,79,2164701
2014,asmx,281,2164701
2014,asp.net,41641,2164701
2014,asp.net-3.5,61,2164701
2014,asp.net-4.0,94,2164701
2014,asp.net-ajax,316,2164701
2014,asp.net-core,203,2164701
2014,asp.net-core-mvc,38,2164701
2014,asp.net-identity,1219,2164701
2014,asp.net-identity-2,283,2164701
2014,asp.net-membership,213,2164701
2014,asp.net-mvc,25020,2164701
2014,asp.net-mvc-2,101,2164701
2014,asp.net-mvc-3,2003,2164701
2014,asp.net-mvc-4,10184,2164701
2014,asp.net-mvc-5,3528,2164701
2014,asp.net-mvc-routing,542,2164701
2014,asp.net-web-api,5004,2164701
2014,asp.net-web-api2,1053,2164701
2014,asp-classic,1368,2164701
2014,aspectj,424,2164701
2014,assemblies,99,2164701
2014,assembly,3943,2164701
2014,assert,210,2164701
2014,asset-pipeline,524,2164701
2014,assets,456,2164701
2014,assign,172,2164701
2014,associations,675,2164701
2014,associative-array,330,2164701
2014,asterisk,508,2164701
2014,async-await,1384,2164701
2014,asynchronous,4461,2164701
2014,at-command,151,2164701
2014,atl,125,2164701
2014,atlassian-sourcetree,210,2164701
2014,atom-editor,130,2164701
2014,atomic,302,2164701
2014,attachment,292,2164701
2014,attr,179,2164701
2014,attributes,1090,2164701
2014,audio,3984,2164701
2014,audio-recording,224,2164701
2014,audio-streaming,236,2164701
2014,augmented-reality,156,2164701
2014,auth0,3,2164701
2014,authentication,4394,2164701
2014,authorization,722,2164701
2014,authorize.net,135,2164701
2014,autocomplete,1920,2164701
2014,autocompletetextview,225,2164701
2014,autofac,396,2164701
2014,autohotkey,338,2164701
2014,auto-increment,262,2164701
2014,autoit,283,2164701
2014,autolayout,1983,2164701
2014,autoload,203,2164701
2014,automapper,399,2164701
2014,automated-tests,643,2164701
2014,automatic-ref-counting,480,2164701
2014,automation,1297,2164701
2014,autotools,161,2164701
2014,auto-update,122,2164701
2014,autowired,266,2164701
2014,avaudioplayer,286,2164701
2014,avcapturesession,150,2164701
2014,avd,308,2164701
2014,average,516,2164701
2014,avfoundation,626,2164701
2014,avplayer,270,2164701
2014,avr,279,2164701
2014,avro,155,2164701
2014,awk,3685,2164701
2014,aws-cli,101,2164701
2014,aws-lambda,7,2164701
2014,aws-sdk,71,2164701
2014,awt,875,2164701
2014,axapta,352,2164701
2014,axis,285,2164701
2014,axis2,214,2164701
2014,azure,5813,2164701
2014,azure-active-directory,204,2164701
2014,azure-application-insights,31,2164701
2014,azure-cosmosdb,58,2164701
2014,azure-mobile-services,486,2164701
2014,azure-resource-manager,6,2164701
2014,azureservicebus,158,2164701
2014,azure-sql-database,444,2164701
2014,azure-storage,444,2164701
2014,azure-storage-blobs,288,2164701
2014,azure-table-storage,154,2164701
2014,azure-virtual-machine,88,2164701
2014,azure-webjobs,184,2164701
2014,azure-web-roles,235,2164701
2014,azure-web-sites,414,2164701
2014,babel,17,2164701
2014,babeljs,3,2164701
2014,back,166,2164701
2014,backbone.js,4316,2164701
2014,backbone-views,233,2164701
2014,back-button,183,2164701
2014,backend,317,2164701
2014,background,1805,2164701
2014,background-color,338,2164701
2014,background-image,691,2164701
2014,background-process,346,2164701
2014,backgroundworker,419,2164701
2014,backup,562,2164701
2014,bamboo,155,2164701
2014,bar-chart,504,2164701
2014,barcode,284,2164701
2014,barcode-scanner,234,2164701
2014,base64,949,2164701
2014,baseadapter,338,2164701
2014,bash,15203,2164701
2014,basic-authentication,243,2164701
2014,batch-file,7025,2164701
2014,batch-processing,618,2164701
2014,bayesian,145,2164701
2014,bcrypt,177,2164701
2014,bdd,276,2164701
2014,beagleboneblack,220,2164701
2014,bean-validation,208,2164701
2014,beautifulsoup,1358,2164701
2014,benchmarking,279,2164701
2014,bigcommerce,201,2164701
2014,bigdata,760,2164701
2014,bigdecimal,196,2164701
2014,biginteger,224,2164701
2014,big-o,590,2164701
2014,binary,1424,2164701
2014,binary-data,164,2164701
2014,binaryfiles,295,2164701
2014,binary-search,244,2164701
2014,binary-search-tree,641,2164701
2014,binary-tree,631,2164701
2014,bind,392,2164701
2014,binding,1597,2164701
2014,bing-maps,326,2164701
2014,bioinformatics,317,2164701
2014,birt,349,2164701
2014,bison,243,2164701
2014,bit,267,2164701
2014,bitbucket,610,2164701
2014,bitcoin,237,2164701
2014,bit-manipulation,809,2164701
2014,bitmap,2335,2164701
2014,bit-shift,173,2164701
2014,bitwise-operators,222,2164701
2014,biztalk,456,2164701
2014,blackberry,326,2164701
2014,blackberry-10,302,2164701
2014,blade,555,2164701
2014,blender,267,2164701
2014,blob,624,2164701
2014,block,566,2164701
2014,blockchain,13,2164701
2014,blocking,182,2164701
2014,blogger,286,2164701
2014,blogs,285,2164701
2014,bluebird,197,2164701
2014,bluetooth,2009,2164701
2014,bluetooth-lowenergy,932,2164701
2014,blur,216,2164701
2014,bokeh,102,2164701
2014,bookmarklet,93,2164701
2014,boolean,1227,2164701
2014,boolean-logic,151,2164701
2014,boost,3165,2164701
2014,boost-asio,410,2164701
2014,boost-python,102,2164701
2014,boost-spirit,151,2164701
2014,boot,163,2164701
2014,bootstrap-4,6,2164701
2014,bootstrap-modal,268,2164701
2014,bootstrapping,107,2164701
2014,border,611,2164701
2014,boto,367,2164701
2014,boto3,3,2164701
2014,bots,193,2164701
2014,bottle,238,2164701
2014,bouncycastle,273,2164701
2014,bower,776,2164701
2014,box2d,558,2164701
2014,box-api,225,2164701
2014,boxplot,186,2164701
2014,braintree,108,2164701
2014,branch,477,2164701
2014,branching-and-merging,144,2164701
2014,breadth-first-search,116,2164701
2014,break,247,2164701
2014,breakpoints,273,2164701
2014,breeze,877,2164701
2014,broadcast,200,2164701
2014,broadcastreceiver,1100,2164701
2014,browser,2459,2164701
2014,browser-cache,233,2164701
2014,browser-history,151,2164701
2014,browserify,464,2164701
2014,bubble-sort,160,2164701
2014,buffer,713,2164701
2014,bufferedimage,317,2164701
2014,bufferedreader,506,2164701
2014,build,1749,2164701
2014,build.gradle,464,2164701
2014,build-automation,62,2164701
2014,builder,146,2164701
2014,build-process,226,2164701
2014,bukkit,277,2164701
2014,bulkinsert,227,2164701
2014,bundle,555,2164701
2014,bundler,437,2164701
2014,bundling-and-minification,205,2164701
2014,business-intelligence,235,2164701
2014,button,4611,2164701
2014,byte,796,2164701
2014,bytearray,617,2164701
2014,bytecode,189,2164701
2014,c,42052,2164701
2014,c#,164043,2164701
2014,c#-2.0,89,2164701
2014,c#-3.0,257,2164701
2014,c#-4.0,3050,2164701
2014,c++,83229,2164701
2014,c++11,7174,2164701
2014,c++14,406,2164701
2014,c++17,15,2164701
2014,c++builder,268,2164701
2014,c++-cli,677,2164701
2014,c3p0,154,2164701
2014,c99,190,2164701
2014,cabal,288,2164701
2014,caching,4003,2164701
2014,caffe,8,2164701
2014,cakephp,4504,2164701
2014,cakephp-1.3,96,2164701
2014,cakephp-2.0,583,2164701
2014,cakephp-2.1,55,2164701
2014,cakephp-2.3,369,2164701
2014,cakephp-3.0,122,2164701
2014,calayer,340,2164701
2014,calculated-columns,151,2164701
2014,calculator,529,2164701
2014,calendar,1578,2164701
2014,caliburn.micro,318,2164701
2014,call,559,2164701
2014,callback,1676,2164701
2014,camera,1827,2164701
2014,cancan,193,2164701
2014,canvas,4361,2164701
2014,capistrano,569,2164701
2014,captcha,297,2164701
2014,capture,115,2164701
2014,capybara,765,2164701
2014,carousel,635,2164701
2014,carrierwave,440,2164701
2014,cart,230,2164701
2014,cas,196,2164701
2014,cascade,154,2164701
2014,case,796,2164701
2014,casperjs,583,2164701
2014,cassandra,1896,2164701
2014,cassandra-2.0,386,2164701
2014,casting,1960,2164701
2014,castle-windsor,286,2164701
2014,cat,179,2164701
2014,categories,203,2164701
2014,category,345,2164701
2014,cdi,549,2164701
2014,cdn,246,2164701
2014,celery,785,2164701
2014,cell,535,2164701
2014,center,493,2164701
2014,centering,270,2164701
2014,centos,1518,2164701
2014,centos6,350,2164701
2014,centos7,74,2164701
2014,certificate,839,2164701
2014,cgi,627,2164701
2014,chai,89,2164701
2014,channel,152,2164701
2014,char,1564,2164701
2014,character,835,2164701
2014,character-encoding,1474,2164701
2014,chart.js,187,2164701
2014,charts,2494,2164701
2014,chat,648,2164701
2014,chatbot,16,2164701
2014,checkbox,3862,2164701
2014,checkout,186,2164701
2014,checksum,150,2164701
2014,chef,1124,2164701
2014,chef-recipe,184,2164701
2014,cherrypy,173,2164701
2014,child-process,160,2164701
2014,children,166,2164701
2014,chmod,162,2164701
2014,chromecast,620,2164701
2014,chromium,253,2164701
2014,cin,237,2164701
2014,circle,341,2164701
2014,ckeditor,1011,2164701
2014,claims-based-identity,201,2164701
2014,clang,1027,2164701
2014,clang++,137,2164701
2014,class,8212,2164701
2014,classcastexception,207,2164701
2014,classification,573,2164701
2014,classloader,504,2164701
2014,classnotfoundexception,295,2164701
2014,classpath,571,2164701
2014,clear,200,2164701
2014,clearcase,305,2164701
2014,click,1006,2164701
2014,clickonce,285,2164701
2014,client,711,2164701
2014,client-server,754,2164701
2014,client-side,244,2164701
2014,clion,29,2164701
2014,clipboard,307,2164701
2014,cllocationmanager,403,2164701
2014,clock,230,2164701
2014,clojure,2268,2164701
2014,clojurescript,238,2164701
2014,clone,469,2164701
2014,closures,821,2164701
2014,cloud,727,2164701
2014,cloud9-ide,195,2164701
2014,cloudant,76,2164701
2014,cloudera,309,2164701
2014,cloudflare,152,2164701
2014,cloudfoundry,76,2164701
2014,cloudkit,187,2164701
2014,clr,328,2164701
2014,cluster-analysis,528,2164701
2014,cluster-computing,518,2164701
2014,cmake,1453,2164701
2014,cmd,2741,2164701
2014,cobol,161,2164701
2014,cocoa,3834,2164701
2014,cocoapods,767,2164701
2014,cocoa-touch,3031,2164701
2014,cocos2d-iphone,1318,2164701
2014,cocos2d-x,1191,2164701
2014,code-analysis,161,2164701
2014,code-behind,222,2164701
2014,codeblocks,532,2164701
2014,codec,135,2164701
2014,codeception,179,2164701
2014,code-coverage,428,2164701
2014,coded-ui-tests,331,2164701
2014,code-first,248,2164701
2014,code-first-migrations,348,2164701
2014,code-formatting,127,2164701
2014,code-generation,242,2164701
2014,codeigniter,7920,2164701
2014,codeigniter-2,474,2164701
2014,codeigniter-3,11,2164701
2014,code-injection,263,2164701
2014,codenameone,296,2164701
2014,code-review,111,2164701
2014,code-signing,234,2164701
2014,code-snippets,143,2164701
2014,coding-style,513,2164701
2014,coffeescript,1987,2164701
2014,coldfusion,1829,2164701
2014,coldfusion-9,215,2164701
2014,collapse,181,2164701
2014,collation,142,2164701
2014,collections,2390,2164701
2014,collision,478,2164701
2014,collision-detection,547,2164701
2014,colorbox,221,2164701
2014,colors,2229,2164701
2014,com,1136,2164701
2014,combinations,539,2164701
2014,combinatorics,176,2164701
2014,combobox,2234,2164701
2014,comet,52,2164701
2014,com-interop,167,2164701
2014,comma,169,2164701
2014,command,1129,2164701
2014,command-line,2337,2164701
2014,command-line-arguments,547,2164701
2014,command-line-interface,553,2164701
2014,command-prompt,461,2164701
2014,comments,591,2164701
2014,commit,284,2164701
2014,common-lisp,554,2164701
2014,common-table-expression,287,2164701
2014,communication,217,2164701
2014,compact-framework,257,2164701
2014,comparator,286,2164701
2014,compare,1010,2164701
2014,comparison,825,2164701
2014,compass-sass,448,2164701
2014,compatibility,354,2164701
2014,compilation,1694,2164701
2014,compiler-construction,1323,2164701
2014,compiler-errors,1831,2164701
2014,compiler-optimization,219,2164701
2014,compiler-warnings,246,2164701
2014,complexity-theory,351,2164701
2014,components,456,2164701
