nacchoid,tobacco,nutrition,state,type,rurality,population,leader.tenure,fte
MN024,1,1,MN,county,urban,632768,3.189596176,286.6
MN025,1,1,MN,county,rural,5233,NA,3
MN026,1,1,MN,county,rural,38413,1.823408604,16.75
MN027,1,1,MN,county,rural,42285,17.57974052,30
MN032,0,0,MN,city,urban,407207,11.12115002,94.5
MN033,NA,NA,NA,NA,NA,NA,NA,NA
MN034,0,0,MN,county,rural,39323,1.620807648,18.5
MN036,NA,NA,NA,NA,NA,NA,NA,NA
MN037,NA,NA,NA,NA,NA,NA,NA,NA
MN038,1,1,MN,county,rural,150287,4.580424309,110.75
MN039,1,1,MN,county,rural,57635,NA,30.4
MN040,NA,NA,NA,NA,NA,NA,NA,NA
MN041,1,1,MN,county,rural,31704,4.134154797,28.4
MN044,1,1,MN,county,urban,532655,4.703627586,NA
MN046,1,1,MN,county,rural,65151,4.052019119,44
MN048,0,1,MN,county,urban,139672,0.9281314015,17.55
MN049,1,1,MN,county,urban,91126,2.058863878,20.65
MN050,1,1,MN,county,rural,27770,11.9151268,25.08
MN051,1,1,MN,county,urban,152912,18.00958252,36.2
MN053,1,1,MN,county,urban,249283,10.99794674,80.7
MN054,NA,1,MN,county,rural,11083,0.1971252561,4
MN055,1,1,MN,county,rural,51097,4.03285408,23
MN056,1,1,MN,county,urban,129918,27.74811745,32.5
MN057,1,1,MN,multi-county,rural,12144,0.5585215688,6.75
MN059,1,1,MN,county,rural,14918,5.245722294,NA
MN060,1,1,MN,county,rural,15930,24.44353104,49.9
MN061,NA,NA,NA,NA,NA,NA,NA,NA
MN063,1,1,MN,county,rural,3918,9.749486923,3
MN064,1,1,MN,county,rural,33093,4.394250393,23
MN065,1,1,MN,county,rural,24264,1.245722055,NA
MN066,1,1,MN,county,rural,21362,31.57837105,18
MN068,1,1,MN,county,rural,19025,0.4845995903,12.8
MN069,NA,1,MN,county,rural,35882,5.245722294,33
MN070,1,1,MN,county,rural,23107,18.49691963,16.45
MN071,1,0,MN,county,rural,4435,19.24435234,2.2
MN072,1,1,MN,county,rural,9417,NA,3
MN073,NA,NA,NA,NA,NA,NA,NA,NA
MN074,1,0,MN,multi-county,rural,18101,12.24640656,10.5
MN076,1,1,MN,county,urban,39506,2.694045067,11
MN078,1,1,MN,county,rural,45664,NA,28.8
MN079,NA,NA,NA,NA,NA,NA,NA,NA
MN080,1,1,MN,county,rural,20573,6.245037556,8.8
MN081,1,1,MN,county,rural,32810,1.215605736,25.8
MN082,1,1,MN,county,rural,13757,4.832306862,13.25
MN083,1,1,MN,county,rural,28559,5.199178696,14.5
MN084,1,1,MN,county,rural,15771,18.91581154,12
MN085,0,0,MN,county,rural,45589,2.160164356,NA
MN086,NA,NA,MN,county,rural,12856,NA,NA
MN090,NA,NA,NA,NA,NA,NA,NA,NA
MN091,0,1,MN,multi-county,rural,74272,5.245722294,40.25
MN095,1,1,MN,multi-county,rural,66917,1.245722055,90.19
MN097,1,1,MN,county,rural,15025,31.66324425,21
MO001,1,1,MO,county,rural,25602,NA,17
MO002,NA,NA,NA,NA,NA,NA,NA,NA
MO004,1,1,MO,city-county,rural,25887,0.8898015022,19
MO005,NA,NA,NA,NA,NA,NA,NA,NA
MO006,1,1,MO,county,rural,12057,0.6269678473,17
MO007,1,1,MO,county,rural,16584,14.49691963,7
MO008,0,1,MO,county,rural,18806,22.49144363,50
MO009,1,1,MO,county,rural,12394,4.750171185,11
MO011,0,1,MO,county,rural,42972,18.66392899,26
MO012,1,1,MO,county,rural,9034,3.997262239,5.2
MO013,0,1,MO,county,rural,44750,12.07392216,9.75
MO014,0,0,MO,county,rural,44021,1.223819256,16
MO015,1,1,MO,county,rural,78043,3.496235371,35
MO016,0,1,MO,county,rural,9043,3.663244247,7
MO017,1,1,MO,county,rural,6258,14.10266972,16.5
MO018,1,1,MO,county,rural,100692,9.831622124,12
MO019,NA,1,MO,county,rural,7694,4.539356709,6
MO020,NA,NA,NA,NA,NA,NA,NA,NA
MO021,1,1,MO,county,rural,6917,9.160848618,10
MO022,1,1,MO,county,urban,114515,12.24640656,54.5
MO023,NA,NA,NA,NA,NA,NA,NA,NA
MO024,0,1,MO,county,urban,76557,2.458590031,24
MO025,1,1,MO,city-county,urban,172717,16.75017166,67
MO026,1,1,MO,county,rural,17585,22.16016388,6
MO027,0,0,MO,county,rural,24650,4.413415432,7
MO028,1,1,MO,county,rural,7628,8.665297508,7
MO029,NA,NA,NA,NA,NA,NA,NA,NA
MO030,1,1,MO,county,rural,8297,9.831622124,7
MO031,0,1,MO,county,rural,15655,11.49623585,5.2
MO032,1,1,MO,county,rural,13546,3.822039604,10
MO033,1,1,MO,county,rural,31344,1.245722055,12
MO035,0,0,MO,county,rural,14866,0.4298425615,7.15
MO036,1,1,MO,county,rural,10197,6.540725708,6.75
MO037,1,1,MO,county,rural,8639,2.231348276,12.5
MO038,1,1,MO,county,rural,22028,0.8788501024,13
MO039,1,1,MO,county,rural,9219,3.411362171,8.5
MO040,NA,NA,NA,NA,NA,NA,NA,NA
MO041,1,1,MO,county,rural,10159,11.92333984,4.7
MO042,1,1,MO,city,urban,117494,1.232032895,36.59
MO043,NA,NA,NA,NA,NA,NA,NA,NA
MO044,0,0,MO,county,urban,260013,0.7227926254,26.8
MO045,1,0,MO,county,rural,73239,15.08281994,18.05
MO046,1,1,MO,county,urban,222716,0.08487337083,50
MO047,0,1,MO,county,rural,54362,9.782341003,32.6
MO048,1,1,MO,city,urban,51316,19.49623489,34.3
MO049,0,0,MO,city,rural,470800,17.60164261,158
MO050,1,1,MO,county,rural,4000,9.084188461,7.6
MO051,0,1,MO,county,rural,35439,16.83230591,16.4
MO052,1,1,MO,county,rural,32688,1.831622124,9.2
MO054,0,0,MO,county,rural,10138,19.57837105,NA
MO055,NA,NA,NA,NA,NA,NA,NA,NA
MO056,0,1,MO,county,rural,12311,3.813826084,6
MO057,0,1,MO,county,rural,15053,7.392197132,9
MO058,1,NA,MO,county,rural,15479,0.4134154618,10
MO059,1,1,MO,county,rural,12368,16.75017166,11
MO060,1,1,MO,county,rural,28920,7.159479618,11
MO061,1,1,MO,county,rural,22800,8.832306862,8
MO062,NA,NA,MO,county,rural,3719,0.2464065701,NA
MO063,1,1,MO,county,rural,25141,9.067761421,12.3
MO064,1,1,MO,county,rural,14232,3.915126562,14.25
MO065,NA,1,MO,county,rural,15856,6.245037556,6
MO066,1,1,MO,county,rural,8707,5.245722294,10
MO067,NA,NA,NA,NA,NA,NA,NA,NA
MO068,NA,NA,NA,NA,NA,NA,NA,NA
MO069,1,1,MO,county,rural,18272,8.246406555,11.5
MO070,1,1,MO,county,rural,51586,11.41136169,15.5
MO071,1,1,MO,county,rural,23081,13.71115685,5.5
MO072,1,1,MO,county,rural,10911,18.32991028,5.5
MO074,1,1,MO,county,rural,9492,26.24503708,8
MO075,NA,NA,MO,county,rural,17650,2.579055548,8.5
MO076,NA,NA,MO,county,rural,19202,19.24435234,15
MO077,1,1,MO,county,rural,42225,6.590006828,20.5
MO078,0,1,MO,multi-county,rural,53860,15.66324425,13.4
MO079,0,1,MO,county,rural,18541,1.765913725,28.5
MO080,1,1,MO,county,urban,49036,18.79260826,36.75
MO081,1,1,MO,county,rural,31054,15.66324425,15.5
MO082,NA,NA,NA,NA,NA,NA,NA,NA
MO083,1,1,MO,county,rural,4829,8.399725914,5.75
MO084,0,1,MO,county,rural,10255,8.999315262,14
MO085,0,0,MO,county,rural,25072,1.092402458,28
MO086,NA,NA,NA,NA,NA,NA,NA,NA
MO087,1,1,MO,county,rural,6565,3.578371048,8
MO088,1,1,MO,county,rural,13969,23.78644753,8
MO089,0,1,MO,county,rural,23347,NA,13.5
MO090,NA,NA,NA,NA,NA,NA,NA,NA
MO091,NA,1,MO,county,rural,4863,22.14921379,5
MO093,NA,1,MO,county,rural,8329,10.83093739,19
MO094,0,1,MO,county,rural,6108,22.24503708,7
MO095,NA,NA,NA,NA,NA,NA,NA,NA
MO096,1,1,MO,county,urban,379493,1.160848737,58
MO098,NA,NA,NA,NA,NA,NA,NA,NA
MO099,1,1,MO,county,rural,17914,6.579055309,9.6
MO100,1,1,MO,city,urban,89486,10.08350468,43.5
MO101,1,1,MO,city,urban,317419,0.9911019802,NA
MO102,1,1,MO,county,urban,1001876,1.160848737,501
MO103,1,1,MO,county,rural,29867,26.76249123,14
MO105,0,1,MO,county,rural,6411,3.687885046,6.2
MO106,1,1,MO,city-county,rural,54230,2.302532434,42.7
MO107,0,1,MO,county,rural,25642,15.49623585,10.5
MO108,0,1,MO,multi-county,rural,21591,30.54893875,5.05
MO109,1,1,MO,county,rural,21001,0.5804243684,8
MO110,NA,NA,NA,NA,NA,NA,NA,NA
MO111,NA,NA,NA,NA,NA,NA,NA,NA
MO112,1,1,MO,county,rural,65960,2.083504438,24
MO113,NA,1,MO,city-county,rural,36888,2.078028679,13.5
MO114,0,1,MO,county,rural,18291,14.66392899,NA
MO130,1,1,MO,county,rural,40173,12.32580471,17.682
MO132,0,1,MO,county,rural,13703,3.526351929,3.6
MS014,1,1,MS,multi-county,urban,482546,4.161533356,165
MS025,1,1,MS,multi-county,rural,208661,12.16153336,150
MS085,1,1,MS,multi-county,rural,241941,9.705680847,130
MS086,1,1,MS,multi-county,rural,369547,1.831622124,162.5
MS087,1,1,MS,multi-county,rural,325347,24.88432503,150
MS088,0,1,MS,multi-county,urban,308894,4.246406555,NA
MS089,1,1,MS,multi-county,rural,171183,9.664613724,123
MS090,1,1,MS,multi-county,rural,245289,0.7173169255,165
MS091,1,0,MS,multi-county,urban,640671,0.8323066235,NA
MT001,0,1,MT,county,rural,9345,27.49623489,3
MT005,NA,NA,NA,NA,NA,NA,NA,NA
MT007,NA,NA,NA,NA,NA,NA,NA,NA
MT008,NA,NA,NA,NA,NA,NA,NA,NA
MT010,0,1,MT,county,rural,12092,10.82819939,9.6
MT011,0,0,MT,county,rural,1793,2.537987709,1.5
MT012,1,0,MT,county,rural,9518,2.46406579,11
MT013,NA,NA,NA,NA,NA,NA,NA,NA
MT014,1,1,MT,county,rural,3108,2.47775507,4.3
MT016,0,1,MT,county,rural,94924,18.19849396,97
MT017,NA,NA,NA,NA,NA,NA,NA,NA
MT018,1,1,MT,county,rural,1309,1.160848737,1
MT019,NA,NA,NA,NA,NA,NA,NA,NA
MT021,0,0,MT,county,rural,3209,4.473648071,0.25
MT023,NA,NA,NA,NA,NA,NA,NA,NA
MT024,0,1,MT,county,rural,11558,0.6214921474,3.5
MT026,1,0,MT,county,rural,29099,7.578371048,11.9
MT027,1,1,MT,county,rural,65856,10.10540771,NA
MT029,0,0,MT,county,rural,19125,NA,10
MT030,0,0,MT,county,rural,7820,0.4599589407,3
MT031,0,0,MT,county,rural,1694,3.748117685,2.25
MT034,1,1,MT,county,urban,112684,26.87748146,83
MT039,NA,NA,NA,NA,NA,NA,NA,NA
MT040,1,0,MT,county,rural,1783,4.161533356,2
MT042,0,0,MT,county,rural,1148,1.831622124,2
MT043,0,0,MT,county,rural,41030,NA,5.2
MT044,1,1,MT,county,rural,11576,18.2915802,13.5
MT045,1,1,MT,county,rural,11332,1.48117733,6.75
MT047,1,0,MT,county,rural,11364,3.605749369,3
MT048,1,1,MT,county,rural,3696,16.24640656,1.75
MT051,1,1,MT,county,rural,6064,0.7638603449,5.05
MT052,1,1,MT,county,rural,5150,4.917180061,4.5
MT053,1,1,MT,county,rural,7640,1.905544162,4.5
MT055,0,1,MT,county,rural,1121,20.83230591,1.5
MT056,NA,NA,NA,NA,NA,NA,NA,NA
NC001,1,1,NC,county,urban,155792,1.598904848,NA
NC002,1,1,NC,county,urban,37392,15.1485281,38
NC003,1,1,NC,county,rural,25765,1.749486685,NA
NC004,1,1,NC,multi-county,rural,90565,4.750171185,70
NC005,1,1,NC,county,rural,47585,2.54072547,40
NC007,1,1,NC,county,rural,34657,0.4681724906,54
NC008,NA,NA,NC,county,urban,118836,NA,NA
NC009,0,0,NC,county,urban,250539,1.138945937,132
NC010,1,1,NC,county,urban,89486,2.748802185,48.5
NC011,NA,1,NC,county,urban,192103,NA,160
NC012,1,1,NC,county,urban,81484,11.15948009,80
NC013,1,0,NC,county,rural,68811,2.160164356,55
NC014,0,1,NC,county,urban,154534,11.50718689,104
NC015,1,1,NC,county,urban,68698,2.327173233,68.95
NC016,1,0,NC,county,rural,27141,2.836413383,31
NC017,NA,NA,NA,NA,NA,NA,NA,NA
NC018,1,1,NC,county,rural,97076,5.916495323,225
NC019,1,1,NC,county,rural,56953,10.99794674,84.5
NC020,1,1,NC,county,rural,104510,7.241615295,140
NC021,1,1,NC,county,urban,326328,6.748802185,243
NC024,1,1,NC,county,rural,164072,0.5147159696,97
NC025,1,1,NC,county,rural,41434,7.329226494,29
NC026,1,1,NC,county,rural,59882,12.58042431,56
NC027,1,1,NC,county,urban,294460,7.159479618,219
NC028,1,1,NC,county,rural,54933,NA,77
NC029,1,1,NC,county,urban,365298,4.607802868,268.5
NC031,1,1,NC,county,urban,211127,5.133470058,180
NC032,1,1,NC,county,rural,35104,1.404517412,88
NC033,1,1,NC,multi-county,rural,103114,3.99452424,70
NC034,1,1,NC,county,rural,21093,6.245037556,26
NC035,1,1,NC,county,urban,512119,10.66392899,359
NC036,1,1,NC,county,rural,52970,2.54072547,69
NC037,1,1,NC,county,rural,126666,12.38877487,83
NC038,NA,NA,NA,NA,NA,NA,NA,NA
NC039,1,1,NC,county,urban,111149,1.905544162,96
NC040,1,1,NC,county,rural,24308,1.02395618,40
NC041,1,1,NC,county,urban,51611,4.188911915,43
NC042,1,1,NC,county,rural,5676,1.193702936,13
NC043,1,1,NC,county,rural,166675,2.499657869,113
NC044,NA,NA,NA,NA,NA,NA,NA,NA
NC045,1,1,NC,county,rural,181423,10.49691963,140
NC046,1,1,NC,county,rural,10076,1.412731051,11.5
NC047,1,1,NC,county,rural,59662,0.1615331918,41
NC048,1,1,NC,county,rural,58485,25.74948692,55.5
NC049,1,1,NC,county,rural,79829,NA,66.25
NC050,1,1,NC,county,rural,33875,8.59411335,NA
NC051,1,1,NC,county,urban,21157,0.7939767241,38
NC052,1,1,NC,multi-county,rural,40139,2.058863878,69
NC053,1,1,NC,county,urban,1012539,2.154688597,840.5
NC054,1,1,NC,county,rural,27395,3.748117685,26
NC055,NA,NA,NA,NA,NA,NA,NA,NA
NC056,0,1,NC,county,urban,94357,37.71115494,130
NC057,0,1,NC,county,urban,216298,18.3874054,NA
NC058,1,0,NC,county,rural,20463,NA,NA
NC059,0,1,NC,county,urban,187589,2.737850904,90
NC060,1,1,NC,county,urban,140420,4.416153431,98.4
NC062,1,1,NC,county,rural,12948,3.958932161,25
NC063,1,1,NC,county,urban,56250,4.626967907,58
NC064,1,1,NC,county,rural,39132,10.66392899,49
NC065,1,1,NC,county,urban,175354,19.2306633,124
NC066,1,1,NC,county,rural,142778,0.2464065701,81
NC067,0,1,NC,county,rural,45733,2.160164356,64
NC068,1,1,NC,county,rural,134760,27.62491417,160
NC069,1,1,NC,county,rural,91696,0.4106776118,73
NC070,0,1,NC,county,rural,138630,1.941136241,66
NC071,1,1,NC,multi-county,rural,131922,6.080766678,85
NC072,1,1,NC,county,rural,64050,9.585215569,42
NC073,1,1,NC,county,rural,35576,0.4654346406,42
NC074,1,1,NC,county,rural,60600,10.79808331,70
NC075,NA,NA,NA,NA,NA,NA,NA,NA
NC076,1,1,NC,county,rural,72968,8.246406555,98
NC078,1,1,NC,multi-county,rural,50698,5.831622124,60.45
NC079,1,0,NC,county,rural,33045,1.234770656,NA
NC080,NA,NA,NA,NA,NA,NA,NA,NA
NC081,1,1,NC,county,urban,998691,1.051334739,486
NC082,0,1,NC,county,rural,20231,7.241615295,45
NC083,NA,NA,NA,NA,NA,NA,NA,NA
NC084,NA,NA,NC,county,rural,68838,4.750171185,72
NC085,1,1,NC,county,rural,81401,2.329910994,122
NC086,0,1,NC,county,rural,37792,3.036276579,19.5
NC088,1,1,NC,county,rural,14274,2.748802185,38
NC089,1,1,NC,county,rural,8644,11.66324425,23
NC093,1,1,NC,multi-county,rural,134805,15.74811745,180
ND001,1,1,ND,county,urban,90503,2.874743223,33.4
ND002,1,0,ND,multi-county,rural,23073,9.831622124,19.4
ND003,1,1,ND,county,rural,11144,11.49623585,11.82
ND004,1,1,ND,multi-county,urban,47201,28.24640656,NA
ND005,NA,NA,ND,county,rural,3422,32.4982872,2.8
ND006,1,1,ND,county,urban,167005,7.989048481,125
ND007,1,1,ND,multi-county,rural,97758,18.83093834,54
ND008,1,0,ND,county,rural,3362,6.579055309,4.25
ND009,1,1,ND,county,urban,70138,0.02190280706,31
ND010,1,1,ND,county,rural,2424,9.552361488,NA
ND011,1,1,ND,multi-county,rural,25178,2.748802185,17
ND012,1,0,ND,county,rural,2801,4.246406555,2
ND013,1,0,ND,multi-county,rural,5364,24.41341591,2.9
ND014,1,1,ND,county,rural,7128,1.245722055,4
ND015,1,0,ND,county,rural,5446,2.0205338,6
ND016,1,1,ND,county,rural,16432,14.63107491,14.8
ND017,1,1,ND,county,rural,3931,2.080766678,2.5
ND018,1,1,ND,multi-county,rural,46553,6.915811062,26
ND019,1,0,ND,county,rural,1955,4.889801502,1
ND020,1,0,ND,county,rural,8082,24.96098518,3
ND021,1,1,ND,multi-county,rural,55340,5.57426405,19.93
ND022,1,1,ND,county,rural,10970,13.24572182,4.75
ND023,1,1,ND,county,rural,4192,25.16084862,5.25
ND024,1,0,ND,county,rural,3855,24.24640656,3
ND025,1,1,ND,county,rural,5150,15.57837105,3
ND026,1,1,ND,county,rural,14616,13.14715958,8.5
ND027,1,0,ND,county,rural,2310,5.55509901,1.45
ND028,1,1,ND,county,rural,4149,5.749486446,3.6
NE003,0,1,NE,county,urban,20850,2.039698839,6.4
NE004,1,1,NE,county,urban,543244,13.49760437,NA
NE005,0,1,NE,multi-county,rural,78393,12.24640656,26
NE008,1,1,NE,multi-county,rural,56843,3.808350563,15.8
NE010,NA,NA,NA,NA,NA,NA,NA,NA
NE012,0,0,NE,multi-county,rural,38987,1.330595493,7
NE014,1,1,NE,multi-county,rural,44587,13.14989758,8
NE018,NA,NA,NA,NA,NA,NA,NA,NA
NE019,1,0,NE,county,rural,36465,32.24640656,4
NE020,1,1,NE,multi-county,rural,45799,8.525667191,9.41
NE022,1,1,NE,multi-county,rural,52093,16.75017166,NA
NE024,0,1,NE,multi-county,rural,30792,13.71115685,7.1
NE025,1,1,NE,multi-county,rural,30711,13.57700253,7
NE026,1,1,NE,multi-county,rural,45474,13.49760437,10.6
NE027,1,1,NE,multi-county,rural,50901,13.65913773,16.4
NE028,1,1,NE,multi-county,rural,54141,9.160848618,26
NE029,1,1,NE,multi-county,urban,197717,1.848049283,9
NE030,1,1,NE,multi-county,rural,39170,11.32922649,7
NE031,0,1,NE,multi-county,rural,96689,1.040383339,8.5
NE032,1,1,NE,multi-county,rural,38931,8.062970161,NA
NH008,1,1,NH,city,urban,110448,9.330595016,61
NH010,0,0,NH,city,urban,87259,0.06297057122,28
NJ001,NA,NA,NA,NA,NA,NA,NA,NA
NJ004,NA,NA,NA,NA,NA,NA,NA,NA
NJ005,1,1,NJ,multi-city,urban,301815,NA,169.5
NJ006,1,1,NJ,city,urban,27406,24.08213615,7
NJ007,0,1,NJ,multi-city,urban,58553,22.65845299,7
NJ008,NA,NA,NA,NA,NA,NA,NA,NA
NJ009,NA,NA,NA,NA,NA,NA,NA,NA
NJ010,1,0,NJ,city,urban,44903,10.24503803,4.5
NJ011,1,1,NJ,county,urban,449722,0.9993155599,105
NJ012,1,0,NJ,county,urban,511038,3.403148413,70
NJ013,NA,NA,NJ,county,urban,95344,NA,NA
NJ016,0,0,NJ,city,urban,10065,8.161533356,3
NJ018,1,1,NJ,city,urban,16362,14.08350468,4.8
NJ021,NA,NA,NA,NA,NA,NA,NA,NA
"NJ021
",NA,NA,NA,NA,NA,NA,NA,NA
NJ022,NA,NA,NA,NA,NA,NA,NA,NA
NJ023,1,1,NJ,city,urban,65078,9.245721817,41.5
NJ027,NA,NA,NA,NA,NA,NA,NA,NA
NJ028,1,1,NJ,multi-city,urban,20374,4.703627586,NA
NJ029,NA,NA,NA,NA,NA,NA,NA,NA
NJ031,NA,NA,NA,NA,NA,NA,NA,NA
NJ033,NA,NA,NA,NA,NA,NA,NA,NA
NJ035,0,0,NJ,multi-city,urban,54674,15.2388773,7.5
NJ036,1,1,NJ,county,urban,290951,NA,42
NJ037,0,1,NJ,multi-city,urban,44519,1.579739928,NA
NJ038,1,0,NJ,city,urban,116672,20.58042526,30
NJ039,1,1,NJ,multi-city,urban,41098,1.160848737,5
NJ042,NA,NA,NA,NA,NA,NA,NA,NA
NJ043,NA,NA,NA,NA,NA,NA,NA,NA
NJ046,0,1,NJ,county,urban,126067,4.331279755,28
NJ047,1,1,NJ,city,urban,54512,0.1615331918,12.5
NJ049,1,1,NJ,city,urban,262146,NA,NA
NJ052,0,0,NJ,city,urban,10482,2.001368999,3
NJ054,1,1,NJ,multi-city,urban,50332,NA,NA
NJ056,1,1,NJ,multi-city,urban,7528,2.406570911,7.5
NJ058,1,1,NJ,multi-city,urban,52952,3.51540041,8
NJ059,NA,NA,NA,NA,NA,NA,NA,NA
NJ060,1,0,NJ,city,urban,24657,27.15947914,3
NJ062,NA,NA,NA,NA,NA,NA,NA,NA
NJ063,1,0,NJ,multi-city,urban,44766,15.9151268,6.5
NJ064,1,1,NJ,multi-city,urban,588340,4.246406555,102
NJ069,0,1,NJ,multi-city,urban,129481,7.726214886,21
NJ070,1,1,NJ,city,urban,27934,11.7371664,6.5
NJ071,1,1,NJ,multi-city,urban,21842,0.1204654351,12
NJ073,1,1,NJ,multi-city,urban,62311,0.7501711249,17
NJ074,0,1,NJ,multi-city,urban,104494,11.12388802,5.5
NJ075,1,1,NJ,city,urban,280579,NA,272
NJ077,1,1,NJ,multi-city,urban,578773,5.694729805,NA
NJ079,0,0,NJ,multi-city,urban,20471,1.579739928,5
NJ080,0,1,NJ,multi-city,urban,26832,4.161533356,9
NJ083,1,1,NJ,county,urban,508856,2.058863878,27
NJ084,0,1,NJ,multi-city,urban,212055,1.385352492,62
NJ085,1,1,NJ,city,urban,33130,22.99794579,6
NJ086,0,0,NJ,multi-city,urban,50001,NA,10.8
NJ089,1,1,NJ,multi-city,urban,30108,1.98220396,5
NJ090,NA,NA,NA,NA,NA,NA,NA,NA
NJ092,NA,NA,NA,NA,NA,NA,NA,NA
NJ095,0,1,NJ,multi-city,urban,42074,14.62559891,14
NJ105,1,1,NJ,county,urban,144909,0.7501711249,NA
NJ106,NA,NA,NA,NA,NA,NA,NA,NA
NJ109,0,0,NJ,multi-city,urban,65985,4.246406555,11.5
NJ111,1,1,NJ,city,urban,61171,7.55646801,69
NJ113,1,1,NJ,county,urban,106917,6.217658997,30
NJ117,0,0,NJ,multi-city,urban,25364,4.243668556,3.5
NJ119,1,1,NJ,multi-city,urban,49090,5.998631001,21
NJ120,1,1,NJ,multi-city,urban,121862,7.915126801,11
NJ121,NA,NA,NA,NA,NA,NA,NA,NA
NJ122,1,1,NJ,city,urban,127745,4.498288631,18
NJ124,0,0,NJ,multi-city,urban,18400,1.749486685,NA
NJ125,1,1,NJ,city,urban,39415,1.330595493,44
NJ128,0,0,NJ,city,urban,62602,2.245037556,11.5
NJ130,1,1,NJ,city,urban,50955,0.4599589407,20.5
NJ131,0,0,NJ,multi-city,urban,180408,1.245722055,5.5
NJ135,0,0,NJ,multi-city,urban,287026,1.412731051,46
NJ138,0,0,NJ,multi-city,urban,48144,3.753593445,7.5
NJ139,0,0,NJ,county,urban,669115,4.750171185,24.5
NJ140,0,0,NJ,county,urban,795723,1.99863112,9
NJ142,1,1,NJ,multi-city,urban,66215,10.24503803,31
NJ143,1,1,NJ,city,urban,30934,NA,7.05
NJ144,0,0,NJ,multi-city,urban,207005,2.557152748,12
NJ145,1,1,NJ,city,urban,100443,11.74811745,12
NJ146,0,1,NJ,county,urban,96218,2.748802185,37.5
NJ151,0,1,NJ,city,urban,11289,1.579739928,NA
NJ996,NA,NA,NA,NA,NA,NA,NA,NA
NJ999,NA,NA,NA,NA,NA,NA,NA,NA
NM011,NA,NA,NA,NA,NA,NA,NA,NA
NM014,1,1,NM,multi-county,rural,292809,4.229979515,151
NM054,0,0,NM,county,urban,675551,0.2464065701,8
NV001,NA,NA,NV,county,urban,2069681,NA,498.05
NV002,1,1,NV,county,urban,440078,2.929500341,150.01
NV007,1,1,NV,city,urban,54522,2.631074667,NA
NY001,1,1,NY,county,urban,308171,0.9582477808,NA
NY003,NA,NA,NA,NA,NA,NA,NA,NA
NY004,1,1,NY,county,rural,78600,6.40930891,88
NY005,0,0,NY,county,rural,78823,1.593429208,39.5
NY006,NA,NA,NA,NA,NA,NA,NA,NA
NY007,1,0,NY,county,urban,87770,19.74811745,61
NY008,1,1,NY,county,rural,49426,NA,23
NY009,0,1,NY,county,rural,81632,4.251882076,71
NY010,1,NA,NY,county,rural,62122,0.3504449129,49
NY011,1,0,NY,county,rural,49024,7.159479618,51.5
NY012,0,1,NY,county,rural,46581,0.947296381,NA
NY013,0,1,NY,county,urban,296579,0.2573579848,103
NY014,1,1,NY,county,urban,922835,NA,NA
NY015,1,1,NY,county,rural,38679,4.49281311,60
NY016,0,0,NY,county,rural,51262,5.160848618,7
NY017,1,1,NY,county,rural,54105,2.228610516,15
NY018,0,0,NY,county,rural,59162,3.496235371,17.5
NY019,NA,NA,NY,county,rural,47967,NA,NA
NY020,1,1,NY,county,rural,4715,2.288843155,9.25
NY021,0,1,NY,county,rural,63744,3.340178013,15
NY022,0,0,NY,county,rural,119103,3.082819939,8
NY023,1,0,NY,county,rural,27220,2.579055548,17.65
NY024,1,1,NY,county,rural,64586,3.411362171,106
NY025,NA,NA,NA,NA,NA,NA,NA,NA
NY026,1,1,NY,county,urban,749857,0.9171800017,270
NY027,1,1,NY,county,rural,49779,10.93497562,16
NY028,NA,NA,NA,NA,NA,NA,NA,NA
NY029,1,1,NY,city,urban,8491079,2.124572277,5512
NY030,1,1,NY,county,rural,213525,10.24503803,100
NY031,1,1,NY,county,urban,232871,2.625598907,NA
NY032,1,1,NY,county,urban,468196,11.41136169,NA
NY033,NA,NA,NA,NA,NA,NA,NA,NA
NY034,0,0,NY,county,rural,41984,18.24503708,20.5
NY035,0,0,NY,county,rural,61128,7.649555206,18.5
NY036,1,0,NY,county,rural,120913,3.707049847,NA
NY037,1,1,NY,county,urban,99487,0.2929500341,49
NY039,1,1,NY,county,urban,159774,10.0451746,46.5
NY040,1,1,NY,county,urban,323866,1.711156726,NA
NY041,0,1,NY,county,urban,224921,1.097878218,48.5
NY043,1,1,NY,county,urban,155735,0.1916495562,39
NY044,1,1,NY,county,urban,31566,1.514031529,12.6
NY045,1,1,NY,county,rural,18479,14.24503803,12.5
NY046,1,0,NY,county,rural,34884,13.24572182,15.5
NY047,0,0,NY,county,rural,111400,0.7173169255,23
NY048,1,1,NY,county,rural,98394,0.4106776118,18
NY050,1,1,NY,county,rural,75943,2.669404507,75
NY051,NA,NA,NA,NA,NA,NA,NA,NA
NY052,NA,NA,NA,NA,NA,NA,NA,NA
NY053,1,0,NY,county,urban,180445,3.898699522,78
NY054,1,1,NY,county,urban,64973,18.49691963,54
NY055,NA,NA,NA,NA,NA,NA,NA,NA
NY056,1,0,NY,county,rural,92051,7.329226494,19.5
NY057,0,1,NY,county,urban,972634,4.49281311,250
NY058,NA,NA,NA,NA,NA,NA,NA,NA
NY059,1,1,NY,county,rural,25208,7.154004097,14
O035,NA,NA,NA,NA,NA,NA,NA,NA
OH001,1,1,OH,county,rural,28129,0.2573579848,11
OH003,1,1,OH,county,urban,108165,4,48.5
OH004,1,1,OH,city,rural,22078,32.22450256,11.95
