from,to
ND004,ND006
ND004,ND007
ND004,NE010
ND005,ND001
ND005,ND010
ND005,ND004
ND006,ND015
ND006,ND016
ND006,ND017
ND006,ND019
ND006,ND020
ND007,ND002
ND007,ND004
ND007,ND018
ND007,ND021
ND008,ND003
ND008,ND025
ND008,ND012
ND008,ND002
ND008,ND023
ND009,ND001
ND009,MN015
ND009,ND006
ND009,MN041
ND009,WI068
ND010,ND002
ND010,ND005
ND010,ND004
ND011,ND004
ND011,ND006
ND011,ND009
ND011,ND026
ND011,ND022
ND012,ND002
ND013,ND024
ND013,ND011
ND013,ND009
ND013,ND026
ND013,ND022
ND014,ND024
ND014,ND003
ND014,ND009
ND014,ND013
ND014,ND022
ND015,ND006
ND015,ND016
ND015,ND017
ND015,ND019
ND015,ND020
ND016,ND006
ND016,ND015
ND016,ND017
ND016,ND019
ND016,ND020
ND017,ND006
ND017,ND015
ND017,ND016
ND017,ND019
ND017,ND020
ND018,ND004
ND018,ND007
ND018,ND009
ND018,ND011
ND018,ND021
ND019,ND006
ND019,ND015
ND019,ND016
ND019,ND017
ND019,ND020
ND020,ND009
ND020,ND006
ND020,ND015
ND020,ND016
ND020,ND017
ND021,ND007
ND021,ND018
ND022,ND024
ND022,ND009
ND022,ND013
ND022,ND014
ND022,ND016
ND023,ND003
ND023,ND008
ND023,ND002
ND025,ND003
ND025,ND008
ND025,ND012
ND025,ND002
ND025,ND023
ND026,ND024
ND026,ND011
ND026,ND009
ND026,ND013
ND026,ND027
ND027,ND024
ND027,ND011
ND027,ND013
ND027,ND026
ND027,ND022
ND028,ND003
ND028,ND006
ND028,ND009
ND028,ND004
ND028,ND002
NE003,NE008
NE003,NE024
NE003,IA101
NE004,NE010
NE004,NE029
NE005,NE022
NE005,NE014
NE005,NE027
NE005,NE020
NE005,NE032
NE008,NE025
NE008,NE026
NE008,NE024
NE008,NE029
NE008,NE018
NE012,NE010
NE012,NE025
NE012,NE008
NE012,NE026
NE014,NE004
NE014,NE022
NE014,NE008
NE014,NE010
NE014,NE025
NE019,NE027
NE020,NE005
NE020,NE022
NE020,NE014
NE020,NE027
NE020,NE031
NE022,NE014
NE022,NE026
NE022,NE018
NE024,NE022
NE024,NE008
NE024,NE027
NE024,IA101
NE024,NE020
NE026,NE008
NE026,NE025
NE026,NE027
NE026,NE012
NE026,NE031
NE027,NE005
NE027,NE022
NE027,NE008
NE027,NE024
NE027,NE020
NE028,NE004
NE028,MO049
NE028,NE010
NE028,NE027
NE029,NE005
NE029,NE008
NE029,NE018
NE029,NE031
NE030,NE010
NE030,NE025
NE030,CO043
NE030,NE027
NE030,NE031
NE031,NE026
NE031,NE027
NE031,NE029
NE031,NE020
NE031,NE030
NE032,NE022
NE032,NE008
NE032,NE027
NH008,MA043
NH008,NH010
NH008,MA330
NH010,NH008
NJ005,AZ008
NJ005,NJ080
NJ005,NJ083
NJ006,NJ029
NJ006,NJ005
NJ006,NJ074
NJ006,NJ080
NJ006,NJ106
NJ007,NJ063
NJ007,NJ070
NJ007,NJ086
NJ007,NJ092
NJ007,NJ113
NJ010,NJ009
NJ010,NJ042
NJ010,NJ063
NJ010,NJ070
NJ010,NJ122
NJ011,NJ125
NJ011,NJ012
NJ011,NJ064
NJ011,NJ144
NJ011,NJ036
NJ012,NJ063
NJ013,NJ125
NJ013,NJ011
NJ013,NJ146
NJ016,NJ035
NJ016,NJ059
NJ016,NJ135
NJ016,NJ144
NJ018,NJ060
NJ018,NJ023
NJ023,NJ140
NJ023,NJ018
NJ028,NJ139
NJ028,NJ083
NJ035,NJ058
NJ035,NJ059
NJ035,NJ063
NJ035,NJ135
NJ035,NJ073
NJ037,NJ005
NJ037,NJ029
NJ037,NJ031
NJ037,NJ080
NJ037,NJ031
NJ039,NJ009
NJ039,NJ022
NJ039,NJ145
NJ039,NJ095
NJ039,NJ142
NJ046,NJ007
NJ046,NJ001
NJ046,NJ063
NJ046,NJ095
NJ046,NJ113
NJ049,NJ131
NJ049,NJ043
NJ049,NJ139
NJ049,NJ128
NJ049,NJ131
NJ052,NJ008
NJ052,NJ039
NJ052,NJ058
NJ052,NJ086
NJ052,NJ095
NJ056,NJ064
NJ056,NJ135
NJ056,NJ077
NJ056,NJ021
NJ058,NJ035
NJ058,NJ063
NJ058,NJ073
NJ058,NJ095
NJ060,NJ047
NJ060,NJ054
NJ060,NJ069
NJ060,NJ140
NJ060,NJ018
NJ063,NJ058
NJ063,NJ073
NJ063,NJ035
NJ063,CT130
NJ063,NJ095
NJ064,NJ139
NJ064,NJ135
NJ064,"NJ021
"
NJ064,NJ121
NJ069,NJ145
NJ069,NJ140
NJ069,NJ142
NJ069,NJ121
NJ070,NJ035
NJ070,NJ063
NJ070,NJ144
NJ070,NJ007
NJ070,NJ089
NJ071,NJ145
NJ071,NJ039
NJ071,NJ117
NJ071,"NJ021
"
NJ071,NJ142
NJ073,NJ035
NJ073,NJ058
NJ073,NJ063
NJ073,NJ004
NJ073,NJ095
NJ074,NJ031
NJ074,NJ033
NJ074,NJ062
NJ074,NJ006
NJ074,NJ080
NJ077,NJ125
NJ077,NJ011
NJ077,NJ054
NJ077,NJ064
NJ077,NJ135
NJ079,NJ006
NJ079,NJ033
NJ079,NJ080
NJ080,NJ006
NJ080,NJ031
NJ080,NJ033
NJ080,NJ037
NJ080,NJ005
NJ083,NJ145
NJ083,NJ005
NJ083,NJ084
NJ083,NJ142
NJ084,NJ083
NJ085,NJ124
NJ085,NJ001
NJ085,NJ070
NJ085,NJ138
NJ085,NJ089
NJ089,NJ038
NJ089,NJ124
NJ089,NJ085
NJ089,NJ001
NJ089,NJ138
NJ095,NJ035
NJ095,NJ058
NJ095,NJ063
NJ105,NJ004
NJ105,NJ083
NJ105,NJ113
NJ109,NJ027
NJ109,NJ142
NJ109,NJ090
NJ109,"NJ021
"
NJ109,NJ120
NJ111,NJ125
NJ111,NJ011
NJ111,NJ013
NJ111,NJ146
NJ111,NJ999
NJ113,NJ046
NJ113,NJ004
NJ113,NJ073
NJ113,NJ083
NJ113,NJ105
NJ117,NJ145
NJ117,NJ022
NJ117,NJ140
NJ117,NJ073
NJ117,NJ142
NJ119,NJ022
NJ119,NJ060
NJ119,NJ069
NJ119,NJ143
NJ119,NJ092
NJ120,NJ117
NJ120,NJ109
NJ122,NJ009
NJ122,NJ063
NJ122,NJ070
NJ122,NJ075
NJ122,CT098
NJ125,NJ146
NJ128,NJ131
NJ128,NJ043
NJ128,NJ139
NJ128,NJ049
NJ128,NJ031
NJ130,NJ012
NJ130,NJ027
NJ130,"NJ021
"
NJ131,NJ139
NJ131,NJ049
NJ135,NJ059
NJ135,NJ144
NJ135,NJ035
NJ138,NJ038
NJ138,NJ124
NJ138,NJ085
NJ138,NJ001
NJ138,NJ089
NJ142,NJ145
NJ142,NJ071
NJ142,NJ083
NJ142,NJ086
NJ142,NJ117
NJ144,NJ035
NJ144,NJ054
NJ144,NJ059
NJ144,NJ063
NJ144,NJ089
NJ145,NJ008
NJ145,NJ073
NJ145,NJ083
NJ145,NJ084
NJ145,NJ142
NJ146,NJ011
NJ146,NJ013
NJ146,NJ036
NJ146,NJ999
NJ146,NJ996
NJ151,NJ033
NJ151,NJ006
NJ151,NJ080
NM014,TX236
NM014,TX167
NM054,NM011
NV001,NV007
NV001,NV002
NV002,NV007
NV002,ID003
NV002,NV001
NV007,NV001
NV007,NV002
NY004,NY006
NY004,NY018
NY004,NY030
NY004,NY014
NY004,NY058
NY005,NY011
NY005,NY025
NY005,NY032
NY005,NY052
NY007,NY024
NY007,NY045
NY007,NY046
NY007,NY048
NY007,NY059
NY008,NY003
NY008,NY011
NY008,NY025
NY010,NY019
NY010,NY047
NY011,NY005
NY011,NY022
NY011,NY025
NY011,NY032
NY011,NY052
NY012,NY003
NY012,NY015
NY012,NY035
NY012,NY039
NY012,NY044
NY013,NY037
NY013,NY053
NY013,NY057
NY015,NY009
NY015,NY020
NY015,NY028
NY015,NY016
NY015,NY039
NY016,NY009
NY016,NY020
NY016,NY015
NY018,NY004
NY018,NY006
NY018,NY028
NY018,NY030
NY018,NY058
NY020,NY009
NY020,NY016
NY020,NY017
NY020,NY015
NY020,NY043
NY021,NY017
NY021,NY027
NY021,NY031
NY021,NY035
NY021,NY044
NY022,NY005
NY022,NY011
NY022,NY023
NY023,NY011
NY023,NY022
NY023,NY031
NY023,NY032
NY023,NY047
NY024,NY025
NY024,NY045
NY024,NY048
NY024,NY051
NY027,NY003
NY027,NY017
NY027,NY021
NY027,NY043
NY027,NY044
NY031,NY003
NY031,NY015
NY031,NY025
NY031,NY039
NY032,NY014
NY032,NY020
NY032,NY025
NY032,NY001
NY032,NY036
NY034,NY004
NY034,NY006
NY034,NY028
NY034,NY030
NY034,NY058
NY035,NY015
NY035,NY021
NY035,NY012
NY035,NY039
NY035,NY044
NY036,NY011
NY036,NY025
NY036,NY032
NY039,NY015
NY039,NY030
NY039,NY001
NY039,NY043
NY039,NY052
NY041,NY001
NY041,NY015
NY041,NY039
NY041,NY043
NY041,NY055
NY043,NY003
NY043,NY001
NY043,NY039
NY043,NY041
NY043,NY054
NY044,NY021
NY044,NY026
NY044,NY027
NY044,NY035
NY044,NY043
NY045,NY007
NY045,NY059
NY045,NY033
NY045,NY046
NY045,NY048
NY046,NY059
NY046,NY033
NY046,NY045
NY046,NY048
NY046,NY056
NY047,NY022
NY047,NY023
NY048,NY059
NY048,NY033
NY048,NY045
NY048,NY046
NY048,NY056
NY050,NY013
NY050,NY028
NY050,NY040
NY050,NY053
NY050,NY057
NY054,NY009
NY054,NY017
NY054,NY015
NY054,NY041
NY054,NY055
NY056,NY059
NY056,NY033
NY056,NY045
NY056,NY046
NY056,NY048
OH001,OH017
OH001,OH025
OH001,OH060
OH001,OH064
OH001,OH116
OH003,OH009
OH003,OH029
OH003,OH063
OH003,OH066
OH003,OH109
OH004,OH161
OH004,OH085
OH004,OH091
OH004,OH022
OH004,OH132
OH009,OH066
OH009,OH094
OH009,OH003
OH009,OH143
OH009,OH149
OH020,OH060
OH020,OH060
OH020,OH096
OH020,KY040
OH020,OH025
OH022,OH033
OH022,OH037
OH022,OH132
OH022,OH160
OH022,OH141
OH023,OH161
OH023,OH062
OH023,OH153
OH023,OH132
OH023,OH140
OH026,OH029
OH026,OH033
OH026,OH044
OH026,OH082
OH026,OH037
OH027,OH024
OH027,OH040
OH027,OH084
OH027,OH118
OH027,OH145
OH028,OH025
OH028,OH031
OH028,OH060
OH028,OH064
OH028,OH145
OH031,OH025
OH031,OH057
OH031,OH064
OH031,OH028
OH031,OH145
OH033,OH025
OH033,OH040
OH033,OH049
OH033,OH060
OH033,OH037
OH034,"OH007
"
OH034,"OH006
"
OH034,OH054
OH034,OH091
OH034,OH103
OH035,OH065
OH035,OH078
OH035,OH106
OH035,OH111
OH035,OH153
OH036,OH040
OH036,OH066
OH036,OH086
OH036,OH141
OH036,OH151
OH037,OH029
OH037,OH060
OH037,OH085
OH037,OH092
OH037,OH033
OH039,OH050
OH039,OH063
OH039,OH066
OH039,OH119
OH039,OH149
OH040,OH027
OH040,OH049
OH040,OH066
OH040,OH092
OH040,OH145
OH042,OH161
OH042,OH159
OH042,OH133
OH044,OH037
OH044,OH060
OH044,OH082
OH044,OH085
OH044,OH092
OH048,OH003
OH048,OH063
OH048,OH066
OH048,OH126
OH048,OH150
OH049,OH040
OH049,OH092
OH049,OH033
OH049,OH141
OH049,OH149
OH050,OH033
OH050,OH039
OH050,OH040
OH050,OH119
OH050,OH160
OH051,OH033
OH051,OH036
OH051,OH066
OH051,OH040
OH051,OH150
OH054,"OH006
"
OH054,OH037
OH054,OH074
OH054,OH115
OH054,OH139
OH057,OH095
OH057,OH027
OH057,OH118
OH057,OH099
OH057,OH145
OH059,OH096
OH059,OH020
OH063,OH033
OH063,OH049
OH063,OH066
OH063,OH092
OH063,OH149
OH066,OH040
OH066,OH049
OH066,OH078
OH066,OH092
OH066,OH160
OH068,OH069
OH068,OH077
OH068,OH113
OH068,OH116
OH068,OH125
OH069,OH040
OH069,OH080
OH069,OH027
OH069,OH113
OH069,OH122
OH070,OH013
OH070,OH054
OH070,OH106
OH070,OH161
OH072,OH003
OH072,OH040
OH072,OH079
OH072,OH141
OH072,OH151
OH073,OH049
OH073,OH066
OH073,OH092
OH073,OH040
OH073,OH141
OH078,OH033
OH078,OH049
OH078,OH040
OH078,OH141
OH080,OH008
OH080,OH052
OH080,OH106
OH080,OH113
OH080,OH153
OH081,OH037
OH081,OH085
OH081,OH092
OH081,OH132
OH081,OH160
OH082,OH037
OH082,OH085
OH082,OH092
OH082,OH132
OH082,OH160
OH084,OH024
OH084,OH040
OH084,OH047
OH084,OH049
OH084,OH027
OH085,OH022
OH085,OH037
OH085,OH060
OH085,OH092
OH085,OH152
OH086,OH005
OH086,OH060
OH086,OH092
OH086,OH113
OH092,OH037
OH092,OH063
OH092,KS043
OH092,OH153
OH092,OH141
OH093,OH008
OH093,OH052
OH093,OH080
OH093,OH069
OH093,OH113
OH094,OH003
OH094,OH066
OH094,OH009
OH094,OH143
OH095,OH057
OH095,OH027
OH095,OH128
OH096,OH025
OH096,OH029
OH096,OH031
OH096,OH060
OH096,OH145
OH099,OH033
OH099,OH037
OH099,OH057
OH099,OH060
OH099,"OH145
"
OH100,OH023
OH100,OH106
OH101,OH049
OH101,OH073
OH101,OH040
OH101,OH109
OH106,OH058
OH106,OH080
OH106,OH111
OH106,OH113
OH106,"OH153
"
OH109,OH092
OH109,OH106
OH109,"OH150
"
OH110,OH050
OH110,OH063
OH110,OH039
OH110,OH119
OH110,OH149
OH113,OH049
OH113,OH052
OH113,OH080
OH113,OH092
OH113,OH037
OH115,OH074
OH115,OH082
OH115,OH085
OH115,OH160
OH115,OH139
OH116,OH052
OH116,OH080
OH116,OH077
OH116,OH113
OH116,OH122
OH118,OH027
OH118,OH057
OH118,OH095
OH118,OH129
OH118,OH145
OH119,OH039
OH119,OH050
OH119,OH063
OH119,OH003
OH119,OH149
OH124,OH066
OH124,OH045
OH124,OH109
OH124,OH126
OH124,OH150
OH125,OH080
OH125,OH077
OH125,OH113
OH125,OH116
OH125,OH122
OH126,OH003
OH126,OH039
OH126,OH063
OH126,OH066
OH126,OH149
OH128,OH051
OH128,OH086
OH130,OH020
OH130,OH060
OH130,OH107
OH130,OH025
OH130,OH145
OH132,OH022
OH132,OH161
OH132,OH074
OH132,OH115
OH132,OH160
OH139,OH085
OH139,OH160
OH139,OH146
OH140,OH074
OH140,OH078
OH140,OH085
OH140,OH092
OH140,OH103
OH141,OH049
OH141,OH066
OH141,OH157
OH141,OH092
OH141,OH149
OH143,OH003
OH143,OH009
OH143,OH083
OH143,OH094
OH143,OH110
OH145,OH029
OH145,OH031
OH145,OH040
OH145,OH027
OH145,OH118
OH147,WV019
OH147,OH087
OH147,WV023
OH147,WV030
OH147,OH106
OH149,OH039
OH149,OH063
OH149,OH066
OH149,OH092
OH149,OH141
OH151,OH036
OH151,OH066
OH151,OH157
OH151,OH150
OH151,OH126
OH152,OH022
OH152,OH161
OH152,OH085
OH152,OH139
OH152,OH146
OH153,OH033
OH153,OH049
OH153,OH060
OH153,OH080
OH153,OH037
OH157,OH033
OH157,OH040
OH157,OH049
OH157,OH160
OH157,OH141
OH159,OH022
OH159,OH042
OH159,OH085
OH159,OH161
OH159,OH146
OH160,OH025
OH160,OH049
OH160,OH092
OH160,OH115
OH160,WA022
OK001,OK007
OK001,OK061
OK004,OK010
OK004,OK014
OK004,OK042
OK004,OK061
OK004,OK063
OK005,OK009
OK005,OK010
OK005,OK016
OK005,OK069
OK005,OK077
OK010,OK034
OK010,OK035
OK010,OK043
OK010,OK045
OK010,OK055
OK011,OK014
OK011,WA008
OK011,KS048
OK011,OK016
OK011,CA041
OK018,OK014
OK018,WA008
OK018,KS048
OK018,OK016
OK018,CA041
OK021,OK014
OK021,WA008
OK021,KS048
OK021,OK016
OK021,CA041
OK024,IL009
OK024,OK014
OK024,OK042
OK024,OK066
OK024,OK077
OK025,OK014
OK025,OK047
OK025,OK010
OK025,OK062
OK027,IL009
OK027,OK042
OK027,OH029
OK027,TX185
OK027,OK077
OK032,OK010
OK032,OK014
OK032,OK016
OK032,OK018
OK032,OK077
OK033,OK010
OK033,OK014
OK033,OK042
OK033,OK016
OK033,OK077
OK034,OK035
OK034,OK043
OK034,OK045
OK034,OK010
OK035,OK034
OK035,OK043
OK035,OK045
OK035,OK010
OK038,OK009
OK038,OK014
OK038,OK072
OK040,OK007
OK040,OK061
OK043,OK034
OK043,OK035
OK043,OK045
OK043,OK010
OK045,OK007
OK045,OK034
OK045,OK035
OK045,OK043
OK045,OK010
OK046,OK014
OK046,WA008
OK046,KS048
OK046,OK016
OK046,CA041
OK050,OK014
OK050,OK047
OK050,OK010
OK050,OK062
OK051,OK014
OK051,WA008
OK051,CA041
OK053,OK010
OK053,OK014
OK053,OK061
OK053,OK063
OK055,MO049
OK055,OK072
OK056,OK016
OK056,OK014
OK056,OK077
OK058,OK014
OK058,WA008
OK058,KS048
OK058,OK016
OK058,CA041
OK059,OK010
OK059,OK016
OK059,OK040
OK059,OK014
OK059,OK061
OK063,OK014
OK063,OK077
OK069,OK014
OK069,OK016
OK069,OK042
OK069,OK010
OK070,OK014
OK070,OK016
OK070,OK061
OK070,OK063
OK071,OK009
OK071,OK010
OK071,OK016
OK071,OK069
OK071,OK077
OK072,OK055
OK073,OK046
OK073,OK060
OK076,OK010
OK076,OK014
OK076,OK061
OK076,OK063
OK077,OK010
OK077,OK014
OK077,OK061
OK077,OK063
OR001,OR034
OR001,OR007
OR001,OR028
OR003,WA025
OR003,OR022
OR003,OR024
OR003,OR031
OR004,OR001
OR004,OR005
OR004,OR007
OR004,OR026
OR004,OR031
OR005,OR004
OR005,OR021
OR005,OR024
OR005,OR026
OR005,OR031
OR006,OR002
OR007,OR009
OR007,OR024
OR007,OR002
OR009,OR007
OR009,OR015
OR009,MT027
OR009,MT034
OR012,OR013
OR012,OR023
OR012,OR007
OR012,OR027
OR012,OR028
OR014,OR028
OR014,OR007
OR014,OR015
OR014,WA034
OR014,OR030
OR015,OR002
OR015,OR009
OR015,OR014
OR015,OR024
OR015,OR007
OR016,OR006
OR016,OR008
OR016,OR035
OR018,OR034
OR019,OR009
OR019,OR024
OR019,OR002
OR019,OR031
OR022,OR009
OR022,OR021
OR022,OR002
OR022,OR033
OR023,OR028
OR023,OR014
OR023,OR020
OR023,OR030
OR023,OR027
OR024,OR003
OR024,WA025
OR024,WA022
OR024,OR031
OR025,OR015
OR025,OR022
OR025,OR033
OR027,O035
OR027,OR028
OR027,WA030
OR027,OR033
OR028,OR002
OR028,OR003
OR028,OR007
OR028,OR023
OR028,OR027
OR031,OR003
OR031,WA025
OR031,OR005
OR031,OR019
OR031,OR024
OR032,OR004
OR032,OR012
OR032,OR015
OR032,OR007
OR033,OR021
OR033,OR024
OR033,OR002
OR033,OR031
OR034,OR001
OR034,OR028
OR034,OR029
PA001,PA007
PA001,PA016
PA002,PA003
PA002,PA004
PA002,PA005
PA002,PA012
PA002,PA016
PA005,PA001
PA005,PA002
PA005,PA004
PA005,PA007
PA005,PA012
PA007,NY004
PA007,NY006
PA007,PA001
PA012,PA004
PA012,PA005
PA012,PA007
PA012,PA001
PA012,PA016
PA014,PA003
PA014,PA002
PA015,PA001
PA015,PA013
PA015,PA063
PA015,PA007
PA015,PA019
PA021,PA001
PA021,PA007
PA021,PA013
PA021,PA063
PA021,PA019
PA023,PA001
PA023,PA003
PA023,PA005
PA023,PA007
PA023,PA002
PA063,PA003
PA063,PA002
PA063,PA014
SC101,VA031
SC101,NY031
SC102,SC103
SC102,SC101
SC102,SC104
SD077,SD079
SD077,SD080
SD077,SD081
SD077,SD078
SD077,SD082
SD081,SD077
SD081,SD080
SD081,SD083
SD081,SD006
SD081,SD078
TN001,TN067
TN001,TN078
TN001,TN084
TN001,TN007
TN002,TN054
TN002,TN056
TN002,TN061
TN002,TN062
TN002,TN032
TN003,TN018
TN003,TN039
TN003,TN042
TN003,TN089
TN003,TN031
TN005,TN001
TN005,TN078
TN005,TN081
TN005,TN084
TN005,TN101
TN007,TN036
TN007,TN084
TN007,TN001
TN008,TN019
TN008,TN047
TN008,TN058
TN008,TN072
TN008,TN076
TN009,TN018
TN009,TN039
TN009,TN042
TN009,TN089
TN009,TN031
TN010,TN034
TN010,TN037
TN010,TN040
TN010,TN092
TN010,TN096
TN012,TN023
TN012,TN068
TN012,TN079
TN012,TN081
TN012,TN088
TN013,IN017
TN013,TN038
TN013,TN041
TN013,TN043
TN013,TN071
TN016,TN001
TN016,TN033
TN016,TN036
TN016,TN067
TN016,TN005
TN018,TN031
TN018,TN041
TN019,TN047
TN019,TN072
TN019,TN076
TN019,TN095
TN020,IL009
TN020,AL038
TN020,TN051
TN020,TN019
TN020,TN066
TN022,TN047
TN022,TN072
TN022,TN076
TN022,TN095
TN022,TN099
TN028,TN089
TN032,KY133
TN032,TN062
TN033,TN007
TN033,TN036
TN033,TN067
TN033,TN103
TN033,TN084
TN036,TN001
TN036,TN027
TN036,TN033
TN036,TN078
TN036,TN084
TN038,TN041
TN038,TN043
TN039,TN018
TN039,TN028
TN039,TN031
TN039,TN009
TN039,TN098
TN040,TN010
TN040,TN034
TN040,TN087
TN040,TN092
TN040,TN096
TN041,TN031
TN041,TN042
TN041,AL042
TN041,TN003
TN041,TN101
TN042,TN031
TN042,TN039
TN042,TN043
TN042,TN071
TN042,TN089
TN043,TN018
TN043,TN039
TN043,TN042
TN043,TN089
TN043,TN031
TN045,TN068
TN045,TN081
TN046,TN068
TN046,TN081
TN046,TN086
TN046,TN088
TN046,TN101
TN048,TN011
TN048,TN051
TN048,TN066
TN048,TN087
TN048,TN108
TN049,TN001
TN049,TN027
TN049,TN067
TN049,TN078
TN049,TN084
TN050,TN034
TN050,TN037
TN050,TN040
TN050,TN092
TN050,TN096
TN053,TN013
TN053,TN031
TN053,TN068
TN053,TN003
TN053,TN101
TN054,TN002
TN054,TN056
TN054,TN061
TN054,TN062
TN054,TN032
TN055,TN054
TN055,TN056
TN055,TN061
TN055,TN062
TN057,TN001
TN057,TN036
TN057,TN063
TN057,TN078
TN057,TN084
TN058,TN019
TN058,TN072
TN058,TN076
TN058,TN099
TN058,TN101
TN060,TN004
TN060,TN006
TN060,TN035
TN060,TN063
TN061,TN002
TN061,TN054
TN061,TN056
TN061,TN062
TN061,TN032
TN062,TN054
TN062,TN100
TN064,TN018
TN064,TN028
TN064,TN009
TN064,TN098
TN066,TN011
TN066,TN047
TN066,TN051
TN066,TN020
TN066,TN019
TN067,TN001
TN067,TN005
TN067,TN007
TN067,TN078
TN067,TN084
TN068,CA045
TN068,KY008
TN068,LA045
TN068,TN081
TN068,CA041
TN070,TN005
TN070,TN010
TN070,TN057
TN070,TN081
TN070,TN084
TN073,TN054
TN073,TN056
TN073,TN061
TN073,TN062
TN078,TN001
TN078,TN005
TN078,TN057
TN078,TN081
TN078,TN084
TN081,TN020
TN081,TN068
TN081,TN088
TN081,TN100
TN081,TN101
TN084,TN001
TN084,TN033
TN084,TN036
TN084,TN067
TN084,TN005
TN085,TN047
TN085,TN072
TN085,TN076
TN085,TN099
TN085,TN101
TN086,TN068
TN086,TN101
TN089,TN013
TN089,TN031
TN089,TN052
TN089,TN003
TN089,TN101
TN090,TN068
TN090,TN081
TN090,TN088
TN090,TN100
TN090,TN101
TN092,TN010
TN092,TN034
TN092,TN040
TN092,TN103
TN092,TN096
TN094,TN047
TN094,TN072
TN094,TN076
TN094,TN019
TN094,TN095
TN095,TN019
TN095,TN047
TN095,TN058
TN095,TN072
TN095,TN076
TN096,TN010
TN096,TN034
TN096,TN103
TN096,TN092
TN097,TN002
TN097,TN056
TN097,TN061
TN097,TN062
TN097,TN032
TN099,TN019
TN099,TN047
TN099,TN058
TN099,TN072
TN099,TN076
TN100,TN023
TN100,TN068
TN100,TN081
TN100,TN088
TN100,TN101
TN101,TN068
TN101,TN081
TN101,TN088
TN101,TN090
TN101,TN100
TX001,TX007
TX001,TX190
TX001,TX236
TX001,TX146
TX001,TX184
TX003,TX007
TX003,TX144
TX003,TX236
TX003,TX146
TX003,TX184
TX007,TX010
TX007,TX144
TX007,TX171
TX007,TX236
TX007,TX146
TX009,TX137
TX009,TX146
TX009,TX163
TX009,TX143
TX009,TX168
TX010,TX112
TX010,TX115
TX010,TX144
TX010,TX120
TX010,TX183
TX111,TX135
TX111,TX144
TX111,TX137
TX111,TX184
TX112,TX120
TX112,TX179
TX112,TX010
TX112,TX183
TX112,TX184
TX115,TN002
TX115,TX247
TX115,TX125
TX120,TX131
TX120,TX144
TX120,TX164
TX120,TX179
TX120,TX184
TX122,TX190
TX122,TX140
TX122,TX171
TX122,TX236
TX122,TX131
TX123,TX242
TX123,TX159
TX123,TX171
TX123,TX122
TX123,TX185
TX131,TX189
TX131,TX122
TX131,TX190
TX131,TX236
TX131,TX144
TX133,TX003
TX133,TX170
TX133,TX160
TX134,TX190
TX134,TX171
TX134,TX007
TX134,TX007
TX134,TX146
TX135,TX137
TX135,TX162
TX135,TX240
TX135,TX144
TX135,TX146
TX137,TX146
TX137,TX135
TX137,TX144
TX144,TX007
TX144,TX135
TX144,AZ008
TX144,TX236
TX144,WA022
TX146,TX190
TX146,TX236
TX146,TX007
TX146,TX144
TX153,TX115
TX153,TX125
TX153,TX134
TX153,TX145
TX153,TX171
TX155,TX189
TX155,TX144
TX155,TX236
TX155,TX184
TX155,TX185
TX162,TX146
TX162,TX240
TX162,TX137
TX162,TX144
TX162,TX007
TX166,TX189
TX166,TX175
TX166,TX155
TX168,TX144
TX168,TX151
TX168,TX163
TX168,TX009
TX170,TX003
TX170,TX160
TX170,TX133
TX177,TX001
TX177,TX113
TX177,TX184
TX179,TX004
TX179,TX120
TX179,TX144
TX179,TX146
TX179,TX184
TX181,TX240
TX183,TX112
TX183,TX236
TX183,TX010
TX183,TX184
TX183,TX185
TX185,TX010
TX185,TX014
TX213,TX007
TX213,TX123
TX213,TX172
TX213,TX242
TX224,TX193
TX224,TX137
TX224,TX162
TX224,TX144
TX224,TX146
TX236,TX190
TX236,TX131
TX236,TX144
TX236,TX146
TX236,TX184
UT001,UT005
UT001,UT007
UT001,UT006
UT001,UT012
UT001,UT003
UT003,UT007
UT003,UT001
UT003,UT004
UT003,UT006
UT003,UT012
UT004,UT002
UT004,UT001
UT004,UT006
UT004,UT008
UT004,UT012
UT008,UT001
UT008,UT004
UT008,UT006
UT008,UT009
UT008,UT011
UT009,UT001
UT009,UT003
UT009,UT006
UT009,UT008
UT009,UT012
UT010,UT007
UT010,UT001
UT010,UT004
UT010,UT006
UT010,UT008
UT011,UT001
UT011,UT003
UT011,UT006
UT011,UT008
UT011,UT010
UT012,UT001
UT012,UT003
UT012,UT004
UT012,UT006
UT012,UT008
UT013,UT005
UT013,UT003
UT013,UT004
UT013,UT008
UT013,UT011
VA001,VA025
VA001,VA069
VA001,VA114
VA001,VA078
VA025,VA001
VA025,VA069
VA025,VA114
VA025,VA078
VA025,VA104
VA031,VA065
VA031,VA130
VA031,VA135
VA036,VA003
VA036,VA008
VA036,VA057
VA036,VA082
VA045,VA026
VA045,VA117
VA045,VA086
VA052,VA001
VA052,VA114
VA052,VA025
VA052,VA069
VA052,VA100
VA078,VA001
VA078,CA041
VA078,VA069
VA078,VA086
VA078,VA104
VA084,VA026
VA084,VA117
VA084,VA086
VA084,VA082
VA086,VA003
VA086,VA026
VA086,VA045
VA086,VA117
VA086,VA078
VA100,VA025
VA110,VA078
VA110,VA086
VA110,VA134
VA110,VA025
VA110,VA104
VA117,VA026
VA117,VA086
VA117,VA045
VA127,VA003
VA127,VA070
VA127,VA134
VA127,VA114
VA127,VA128
VA129,VA026
