Date,SVENY01,SVENY02,SVENY03,SVENY04,SVENY05,SVENY06,SVENY07,SVENY08,SVENY09,SVENY10,SVENY11,SVENY12,SVENY13,SVENY14,SVENY15,SVENY16,SVENY17,SVENY18,SVENY19,SVENY20,SVENY21,SVENY22,SVENY23,SVENY24,SVENY25,SVENY26,SVENY27,SVENY28,SVENY29,SVENY30
2001-09-06,3.3619,3.6803,4.0032,4.2739,4.4999,4.6914,4.8554,4.9965,5.1181,5.2226,5.3121,5.3882,5.4525,5.5063,5.5506,5.5864,5.6147,5.6363,5.6519,5.6621,5.6675,5.6687,5.6661,5.6601,5.6513,5.6398,5.6261,5.6104,5.593,5.5741
2001-09-05,3.4776,3.8146,4.1376,4.4022,4.621,4.8056,4.9632,5.0984,5.2145,5.314,5.399,5.4711,5.5317,5.5822,5.6236,5.6568,5.6828,5.7024,5.7162,5.725,5.7291,5.7293,5.7258,5.7193,5.7099,5.6981,5.6842,5.6685,5.6512,5.6325
2001-09-04,3.5119,3.8525,4.1686,4.4268,4.6413,4.823,4.9786,5.1125,5.2277,5.3267,5.4114,5.4833,5.5438,5.5943,5.6357,5.6691,5.6952,5.715,5.7289,5.7378,5.7421,5.7424,5.7392,5.7327,5.7235,5.7119,5.6981,5.6824,5.6652,5.6465
2001-08-31,3.3227,3.6758,3.9989,4.2599,4.4777,4.6636,4.824,4.9629,5.0832,5.1872,5.2767,5.3532,5.4182,5.4728,5.5181,5.5551,5.5846,5.6074,5.6242,5.6356,5.6422,5.6446,5.6431,5.6383,5.6305,5.62,5.6072,5.5924,5.5757,5.5576
2001-08-30,3.2889,3.6318,3.9615,4.2277,4.4471,4.6326,4.7919,4.9297,5.0493,5.1529,5.2424,5.3196,5.3856,5.4417,5.4889,5.5281,5.56,5.5855,5.6051,5.6196,5.6293,5.6348,5.6366,5.6351,5.6305,5.6233,5.6138,5.6021,5.5887,5.5736
2001-08-29,3.3561,3.6944,3.9942,4.2392,4.4465,4.6256,4.7816,4.9179,5.0368,5.1404,5.2302,5.3077,5.3742,5.4306,5.478,5.5173,5.5493,5.5747,5.5941,5.6082,5.6175,5.6225,5.6236,5.6213,5.6159,5.6078,5.5973,5.5847,5.5701,5.5539
2001-08-28,3.3834,3.7355,4.044,4.294,4.5044,4.6853,4.8422,4.9788,5.0975,5.2004,5.2893,5.3657,5.4307,5.4857,5.5315,5.5691,5.5994,5.623,5.6407,5.653,5.6606,5.6639,5.6634,5.6595,5.6526,5.6431,5.6312,5.6172,5.6014,5.584
2001-08-27,3.454,3.8156,4.1277,4.3805,4.5924,4.7738,4.9304,5.0661,5.1834,5.2846,5.3715,5.4457,5.5084,5.5608,5.6041,5.6392,5.6669,5.6879,5.7031,5.713,5.7183,5.7193,5.7166,5.7107,5.7018,5.6903,5.6767,5.661,5.6437,5.6249
2001-08-24,3.4409,3.8011,4.1137,4.3665,4.5783,4.7593,4.9156,5.0509,5.1678,5.2687,5.3553,5.4291,5.4914,5.5436,5.5867,5.6215,5.6489,5.6698,5.6849,5.6946,5.6997,5.7007,5.6979,5.6919,5.6829,5.6715,5.6578,5.6421,5.6248,5.606
2001-08-23,3.4158,3.7676,4.0783,4.3301,4.5406,4.7206,4.8758,5.0103,5.1267,5.2272,5.3136,5.3874,5.4499,5.5024,5.5458,5.5812,5.6092,5.6308,5.6465,5.6571,5.6629,5.6647,5.6627,5.6575,5.6494,5.6388,5.6259,5.611,5.5945,5.5764
2001-08-22,3.4391,3.7892,4.0988,4.3495,4.5592,4.7386,4.8936,5.028,5.1447,5.2456,5.3326,5.4072,5.4706,5.5241,5.5686,5.605,5.6342,5.657,5.6739,5.6856,5.6926,5.6955,5.6947,5.6906,5.6835,5.6739,5.662,5.6481,5.6324,5.6152
2001-08-21,3.3972,3.7368,4.0509,4.3095,4.5272,4.714,4.8757,5.016,5.1378,5.2433,5.3342,5.4121,5.4784,5.5342,5.5806,5.6186,5.649,5.6726,5.6902,5.7022,5.7094,5.7122,5.7112,5.7067,5.6991,5.6888,5.6762,5.6614,5.6448,5.6266
2001-08-20,3.447,3.7855,4.0928,4.3464,4.5609,4.7455,4.9055,5.0445,5.1651,5.2694,5.3591,5.4359,5.501,5.5556,5.6008,5.6376,5.6668,5.6893,5.7056,5.7165,5.7226,5.7243,5.7222,5.7166,5.7081,5.6968,5.6832,5.6676,5.6501,5.6311
2001-08-17,3.3745,3.6902,4.0068,4.2725,4.4958,4.6863,4.8505,4.9925,5.1155,5.2218,5.3133,5.3917,5.4584,5.5145,5.5611,5.5993,5.6299,5.6537,5.6714,5.6837,5.691,5.6941,5.6932,5.6889,5.6815,5.6714,5.659,5.6444,5.6281,5.6101
2001-08-16,3.4351,3.769,4.0932,4.3631,4.5888,4.7804,4.9446,5.0859,5.2075,5.3118,5.4009,5.4766,5.5402,5.5932,5.6366,5.6714,5.6986,5.719,5.7333,5.7422,5.7463,5.7462,5.7423,5.7351,5.7249,5.7122,5.6972,5.6803,5.6617,5.6416
2001-08-15,3.4765,3.8206,4.1438,4.4112,4.6348,4.8248,4.9878,5.1282,5.2489,5.3525,5.441,5.516,5.5791,5.6314,5.6742,5.7085,5.7352,5.7551,5.7689,5.7774,5.781,5.7805,5.7761,5.7685,5.758,5.7449,5.7296,5.7123,5.6934,5.6731
2001-08-14,3.4283,3.7571,4.0862,4.3612,4.5923,4.7892,4.9585,5.1043,5.2298,5.3375,5.4294,5.5073,5.5727,5.6269,5.6711,5.7064,5.7338,5.7541,5.768,5.7763,5.7797,5.7786,5.7736,5.7651,5.7537,5.7395,5.7231,5.7046,5.6844,5.6628
2001-08-13,3.3903,3.7191,4.0621,4.3474,4.5843,4.7844,4.9551,5.1015,5.2271,5.3345,5.4261,5.5036,5.5686,5.6224,5.6663,5.7014,5.7287,5.7489,5.7628,5.7713,5.7748,5.7739,5.7692,5.7611,5.75,5.7364,5.7204,5.7025,5.6829,5.6619
2001-08-10,3.4136,3.771,4.1141,4.3929,4.6233,4.8177,4.9836,5.1258,5.2476,5.3517,5.4402,5.5149,5.5774,5.629,5.6708,5.7041,5.7296,5.7483,5.7609,5.7682,5.7706,5.7688,5.7633,5.7545,5.7429,5.7287,5.7124,5.6941,5.6743,5.6531
2001-08-09,3.4423,3.8151,4.1632,4.4414,4.6692,4.8605,5.0233,5.1625,5.2817,5.3836,5.4702,5.5433,5.6044,5.655,5.6961,5.7288,5.754,5.7725,5.7852,5.7926,5.7953,5.7939,5.7889,5.7807,5.7698,5.7564,5.7408,5.7234,5.7045,5.6842
2001-08-08,3.4463,3.8005,4.1314,4.4004,4.6241,4.8141,4.9771,5.1175,5.2385,5.3424,5.4312,5.5066,5.5701,5.6229,5.6662,5.701,5.7282,5.7486,5.7629,5.7719,5.776,5.776,5.7721,5.7649,5.7548,5.7422,5.7272,5.7104,5.6918,5.6718
2001-08-07,3.5398,3.926,4.2554,4.5201,4.7411,4.9293,5.0908,5.2297,5.3489,5.4508,5.5374,5.6105,5.6714,5.7215,5.762,5.794,5.8182,5.8357,5.8471,5.8532,5.8545,5.8517,5.8451,5.8353,5.8227,5.8076,5.7903,5.7712,5.7505,5.7285
2001-08-06,3.5326,3.918,4.252,4.5184,4.739,4.9259,5.086,5.2235,5.3415,5.4425,5.5285,5.6012,5.662,5.7123,5.7531,5.7856,5.8106,5.8289,5.8412,5.8484,5.8508,5.8491,5.8438,5.8352,5.8239,5.8101,5.7942,5.7764,5.757,5.7363
2001-08-03,3.5566,3.9477,4.2795,4.5411,4.7564,4.9383,5.0937,5.2271,5.3415,5.4395,5.5229,5.5934,5.6525,5.7014,5.7411,5.7728,5.7973,5.8153,5.8276,5.8348,5.8375,5.8362,5.8314,5.8235,5.8129,5.7999,5.7848,5.768,5.7496,5.7298
2001-08-02,3.56,3.9328,4.2562,4.5144,4.7287,4.9107,5.067,5.2017,5.3177,5.4173,5.5024,5.5747,5.6355,5.6861,5.7276,5.7608,5.7868,5.8062,5.8199,5.8283,5.8322,5.8319,5.8281,5.8211,5.8112,5.7989,5.7845,5.7681,5.7502,5.7309
2001-08-01,3.5127,3.8604,4.1855,4.4475,4.6636,4.8463,5.0029,5.1378,5.2542,5.3545,5.4405,5.514,5.5762,5.6284,5.6717,5.7069,5.7349,5.7565,5.7723,5.783,5.7891,5.7912,5.7896,5.7848,5.7772,5.7671,5.7548,5.7405,5.7246,5.7072
2001-07-31,3.4896,3.8251,4.1442,4.4044,4.621,4.8054,4.9642,5.1014,5.2202,5.3227,5.4109,5.4863,5.5503,5.6041,5.6487,5.6851,5.7142,5.7367,5.7532,5.7645,5.7711,5.7735,5.7722,5.7675,5.7599,5.7497,5.7372,5.7227,5.7065,5.6888
2001-07-30,3.5214,3.8848,4.205,4.4607,4.6729,4.8533,5.0085,5.1426,5.2585,5.3584,5.4443,5.5175,5.5796,5.6317,5.6747,5.7097,5.7375,5.7589,5.7744,5.7848,5.7906,5.7924,5.7904,5.7853,5.7773,5.7667,5.754,5.7393,5.723,5.7052
2001-07-27,3.5505,3.905,4.2224,4.4793,4.6928,4.8743,5.0303,5.165,5.2812,5.3813,5.4672,5.5404,5.6023,5.654,5.6967,5.7313,5.7587,5.7796,5.7947,5.8046,5.8099,5.8111,5.8086,5.803,5.7944,5.7834,5.7702,5.7551,5.7383,5.72
2001-07-26,3.5971,3.984,4.3054,4.5582,4.7666,4.9431,5.0947,5.2254,5.3383,5.4356,5.519,5.5902,5.6505,5.701,5.7428,5.7768,5.8037,5.8244,5.8395,5.8496,5.8552,5.8568,5.8549,5.8499,5.8422,5.832,5.8196,5.8054,5.7895,5.7723
2001-07-25,3.6352,4.0326,4.3498,4.596,4.7979,4.9684,5.1145,5.2403,5.3487,5.4421,5.5221,5.5903,5.648,5.6962,5.7361,5.7684,5.794,5.8137,5.8279,5.8373,5.8425,5.8439,5.8419,5.8369,5.8293,5.8194,5.8074,5.7936,5.7783,5.7617
2001-07-24,3.5958,3.9886,4.2973,4.5364,4.7332,4.9001,5.0437,5.1679,5.2755,5.3685,5.4487,5.5175,5.576,5.6254,5.6666,5.7005,5.7277,5.7491,5.7651,5.7763,5.7833,5.7865,5.7863,5.7831,5.7773,5.769,5.7587,5.7465,5.7327,5.7176
2001-07-23,3.6092,3.996,4.3099,4.5535,4.7525,4.9206,5.0645,5.1887,5.2961,5.3887,5.4685,5.5368,5.5948,5.6437,5.6845,5.7179,5.7448,5.7657,5.7814,5.7924,5.7991,5.8021,5.8017,5.7984,5.7924,5.7841,5.7738,5.7616,5.7478,5.7327
2001-07-20,3.5961,4.0088,4.3279,4.5733,4.7738,4.9432,5.0883,5.2133,5.3212,5.4142,5.494,5.5621,5.6199,5.6684,5.7086,5.7413,5.7674,5.7875,5.8023,5.8123,5.8181,5.8201,5.8188,5.8145,5.8075,5.7982,5.7869,5.7738,5.7591,5.7431
2001-07-19,3.6055,4.0089,4.3239,4.5657,4.7631,4.9297,5.0725,5.1957,5.3021,5.394,5.473,5.5407,5.5982,5.6467,5.687,5.72,5.7466,5.7673,5.7827,5.7935,5.8001,5.803,5.8026,5.7992,5.7931,5.7848,5.7744,5.7623,5.7486,5.7335
2001-07-18,3.5902,3.989,4.3052,4.5487,4.7476,4.9153,5.0591,5.1832,5.2904,5.383,5.4628,5.5311,5.5892,5.6382,5.679,5.7126,5.7395,5.7606,5.7765,5.7876,5.7945,5.7977,5.7975,5.7943,5.7885,5.7803,5.7701,5.7581,5.7445,5.7295
2001-07-17,3.7075,4.1227,4.429,4.6645,4.858,5.0219,5.1625,5.2838,5.3884,5.4785,5.5558,5.6217,5.6774,5.7241,5.7626,5.7939,5.8187,5.8376,5.8514,5.8605,5.8655,5.8669,5.8649,5.8601,5.8527,5.843,5.8314,5.8181,5.8032,5.7871
2001-07-16,3.7074,4.1028,4.4092,4.649,4.8473,5.0157,5.1603,5.285,5.3924,5.4847,5.5637,5.6309,5.6875,5.7346,5.7734,5.8045,5.8289,5.8473,5.8604,5.8686,5.8726,5.8728,5.8696,5.8635,5.8548,5.8437,5.8307,5.816,5.7997,5.7821
2001-07-13,3.7401,4.1567,4.4623,4.7017,4.9006,5.0699,5.2154,5.3407,5.4485,5.5409,5.6198,5.6866,5.7426,5.789,5.8268,5.8569,5.8802,5.8973,5.9091,5.916,5.9186,5.9174,5.9129,5.9054,5.8953,5.8829,5.8686,5.8525,5.8349,5.8161
2001-07-12,3.7112,4.1224,4.4354,4.6823,4.8877,5.0625,5.2127,5.3419,5.453,5.5483,5.6294,5.698,5.7554,5.8029,5.8414,5.8721,5.8956,5.9129,5.9245,5.9311,5.9334,5.9317,5.9265,5.9184,5.9075,5.8943,5.8791,5.8621,5.8437,5.8239
2001-07-11,3.7073,4.1218,4.4405,4.6942,4.9063,5.0871,5.2424,5.376,5.4907,5.5887,5.672,5.7422,5.8007,5.8488,5.8876,5.9182,5.9414,5.958,5.9687,5.9744,5.9754,5.9724,5.9658,5.9562,5.9438,5.929,5.9121,5.8935,5.8734,5.8519
2001-07-10,3.7165,4.1365,4.4593,4.7121,4.9208,5.0974,5.2483,5.3778,5.4886,5.5832,5.6635,5.7311,5.7874,5.8337,5.8711,5.9004,5.9228,5.9388,5.9492,5.9547,5.9558,5.953,5.9469,5.9378,5.926,5.912,5.896,5.8784,5.8592,5.8389
2001-07-09,3.771,4.196,4.5151,4.7655,4.9728,5.1483,5.298,5.4261,5.5354,5.6283,5.7067,5.7723,5.8265,5.8706,5.9057,5.9328,5.9529,5.9667,5.975,5.9783,5.9774,5.9726,5.9646,5.9536,5.9401,5.9245,5.907,5.8878,5.8673,5.8457
2001-07-06,3.7854,4.2101,4.5343,4.7905,5.003,5.1831,5.3367,5.4681,5.5801,5.6753,5.7555,5.8225,5.8778,5.9227,5.9583,5.9858,6.0059,6.0197,6.0277,6.0307,6.0293,6.024,6.0154,6.0037,5.9895,5.973,5.9546,5.9346,5.9133,5.8907
2001-07-05,3.8741,4.2841,4.5889,4.8367,5.0459,5.2246,5.3775,5.5082,5.6195,5.7135,5.7923,5.8575,5.9108,5.9534,5.9866,6.0114,6.0289,6.0398,6.0449,6.045,6.0407,6.0325,6.021,6.0065,5.9895,5.9703,5.9493,5.9268,5.9029,5.878
2001-07-03,3.888,4.2754,4.565,4.8044,5.0083,5.1835,5.3344,5.4638,5.5745,5.6685,5.7476,5.8135,5.8676,5.9113,5.9456,5.9717,5.9905,6.0027,6.0093,6.0107,6.0077,6.0008,5.9905,5.9773,5.9614,5.9434,5.9234,5.9019,5.8789,5.8549
2001-07-02,3.8436,4.2364,4.5274,4.7671,4.9713,5.1468,5.2979,5.4276,5.5386,5.633,5.7125,5.7789,5.8335,5.8776,5.9125,5.939,5.9583,5.971,5.978,5.9799,5.9774,5.9709,5.961,5.9482,5.9327,5.915,5.8954,5.8742,5.8515,5.8278
2001-06-29,3.8849,4.295,4.601,4.8446,5.0478,5.2202,5.3675,5.4932,5.6003,5.691,5.7672,5.8306,5.8827,5.9246,5.9576,5.9827,6.0007,6.0125,6.0189,6.0204,6.0177,6.0113,6.0016,5.9892,5.9743,5.9573,5.9385,5.9181,5.8965,5.8739
2001-06-28,3.8565,4.2688,4.5702,4.8046,4.998,5.1616,5.3013,5.4209,5.5231,5.6101,5.6838,5.7456,5.7969,5.8388,5.8724,5.8987,5.9183,5.9322,5.9409,5.945,5.9451,5.9416,5.935,5.9257,5.914,5.9003,5.8847,5.8677,5.8493,5.8298
2001-06-27,3.7528,4.1652,4.4679,4.7026,4.8962,5.0603,5.2011,5.3221,5.4263,5.5156,5.5918,5.6565,5.7107,5.7558,5.7926,5.822,5.8449,5.8619,5.8737,5.8809,5.8839,5.8833,5.8795,5.8728,5.8636,5.8522,5.8389,5.8239,5.8075,5.7898
2001-06-26,3.6598,4.063,4.3757,4.6254,4.8346,5.0136,5.1679,5.3013,5.4164,5.5154,5.6001,5.6721,5.7326,5.783,5.8242,5.8573,5.883,5.9023,5.9157,5.924,5.9276,5.9271,5.923,5.9158,5.9057,5.8931,5.8784,5.8618,5.8435,5.8239
2001-06-25,3.5963,3.9779,4.2895,4.54,4.7505,4.931,5.0872,5.2226,5.3398,5.441,5.528,5.6023,5.6652,5.7178,5.7613,5.7966,5.8245,5.8458,5.8613,5.8714,5.8768,5.8781,5.8756,5.8698,5.8611,5.8498,5.8362,5.8207,5.8035,5.7848
2001-06-22,3.5733,3.9554,4.2683,4.5199,4.7312,4.9124,5.069,5.2048,5.3223,5.4237,5.5108,5.5852,5.648,5.7007,5.7441,5.7792,5.807,5.8282,5.8434,5.8534,5.8586,5.8597,5.857,5.851,5.842,5.8305,5.8168,5.8011,5.7836,5.7647
2001-06-21,3.6238,4.0285,4.3428,4.593,4.8028,4.9827,5.1382,5.273,5.3897,5.4905,5.5772,5.6512,5.7138,5.7663,5.8097,5.8449,5.8727,5.8941,5.9095,5.9197,5.9252,5.9265,5.9241,5.9185,5.9099,5.8988,5.8854,5.8701,5.853,5.8345
2001-06-20,3.6224,4.03,4.3501,4.6044,4.8169,4.9988,5.1559,5.2921,5.4101,5.5121,5.5998,5.6747,5.7383,5.7917,5.8359,5.8719,5.9006,5.9226,5.9387,5.9496,5.9557,5.9576,5.9557,5.9506,5.9425,5.9318,5.9188,5.9038,5.8871,5.8689
2001-06-19,3.6514,4.0506,4.3629,4.6155,4.8291,5.013,5.1724,5.3106,5.4304,5.5338,5.6225,5.6982,5.7621,5.8156,5.8596,5.8951,5.9231,5.9443,5.9594,5.9691,5.9739,5.9745,5.9712,5.9646,5.955,5.9427,5.9282,5.9116,5.8933,5.8735
2001-06-18,3.6858,4.0649,4.3722,4.6259,4.8418,5.0282,5.1898,5.33,5.4514,5.556,5.6456,5.7218,5.7861,5.8395,5.8833,5.9185,5.9459,5.9664,5.9807,5.9895,5.9933,5.9928,5.9885,5.9807,5.9699,5.9564,5.9407,5.9229,5.9034,5.8824
2001-06-15,3.7157,4.0891,4.3906,4.6401,4.8531,5.0371,5.1966,5.3349,5.4544,5.5572,5.645,5.7195,5.7821,5.8339,5.8761,5.9097,5.9357,5.9547,5.9677,5.9752,5.9778,5.9762,5.9707,5.9619,5.9502,5.9359,5.9193,5.9008,5.8806,5.859
2001-06-14,3.7386,4.1183,4.4208,4.6646,4.8692,5.0442,5.1951,5.3252,5.4374,5.5338,5.616,5.6857,5.7442,5.7926,5.8321,5.8636,5.8879,5.9058,5.9181,5.9253,5.9279,5.9267,5.9219,5.914,5.9033,5.8903,5.8752,5.8583,5.8399,5.8201
2001-06-13,3.7749,4.1625,4.4685,4.7114,4.9129,5.084,5.2307,5.3569,5.4654,5.5584,5.6377,5.7048,5.7611,5.8077,5.8456,5.8759,5.8993,5.9165,5.9283,5.9353,5.9379,5.9368,5.9323,5.9248,5.9147,5.9023,5.888,5.8719,5.8544,5.8356
2001-06-12,3.78,4.1714,4.4792,4.7201,4.9181,5.0853,5.2285,5.3516,5.4575,5.5485,5.6262,5.6923,5.7479,5.7943,5.8323,5.863,5.887,5.9051,5.9179,5.9261,5.9301,5.9304,5.9274,5.9215,5.913,5.9023,5.8897,5.8753,5.8595,5.8424
2001-06-11,3.8055,4.2103,4.5237,4.7663,4.9647,5.132,5.2749,5.3976,5.5032,5.5938,5.6712,5.7369,5.7923,5.8384,5.8762,5.9067,5.9306,5.9486,5.9614,5.9695,5.9735,5.9738,5.9709,5.9651,5.9567,5.9462,5.9336,5.9194,5.9038,5.8868
2001-06-08,3.8504,4.2705,4.5847,4.8257,5.0223,5.1877,5.3288,5.4499,5.5539,5.6431,5.7193,5.7839,5.8382,5.8834,5.9204,5.9501,5.9734,5.9909,6.0032,6.0109,6.0145,6.0146,6.0114,6.0054,5.9969,5.9863,5.9738,5.9596,5.9439,5.9271
2001-06-07,3.8419,4.2218,4.5288,4.7732,4.9756,5.1472,5.2944,5.4211,5.5302,5.6239,5.704,5.7721,5.8293,5.877,5.916,5.9474,5.972,5.9904,6.0034,6.0116,6.0154,6.0154,6.012,6.0056,5.9965,5.9852,5.9718,5.9567,5.94,5.922
2001-06-06,3.8275,4.2031,4.499,4.7346,4.9312,5.0989,5.2432,5.3677,5.475,5.5672,5.6461,5.713,5.7693,5.816,5.8543,5.885,5.9089,5.9267,5.9391,5.9467,5.95,5.9495,5.9457,5.9389,5.9294,5.9177,5.904,5.8886,5.8716,5.8534
2001-06-05,3.8267,4.2044,4.4989,4.7352,4.9334,5.1029,5.2491,5.3753,5.4841,5.5776,5.6574,5.7251,5.782,5.8291,5.8676,5.8983,5.922,5.9396,5.9517,5.9589,5.9617,5.9607,5.9562,5.9488,5.9386,5.9262,5.9117,5.8955,5.8778,5.8587
2001-06-04,3.8744,4.2692,4.5722,4.8084,5.0025,5.1665,5.3067,5.427,5.5302,5.6185,5.6937,5.7573,5.8105,5.8546,5.8904,5.919,5.941,5.9572,5.9683,5.9747,5.9772,5.976,5.9716,5.9644,5.9548,5.9431,5.9295,5.9142,5.8976,5.8798
2001-06-01,3.8589,4.2857,4.5875,4.8226,5.0176,5.1831,5.325,5.4468,5.5514,5.6407,5.7167,5.7807,5.8341,5.8781,5.9137,5.9418,5.9632,5.9786,5.9888,5.9943,5.9956,5.9933,5.9878,5.9794,5.9685,5.9555,5.9406,5.9241,5.9062,5.8871
2001-05-31,3.8272,4.2676,4.5827,4.8287,5.033,5.2067,5.3559,5.4842,5.5946,5.6892,5.7699,5.8381,5.8952,5.9425,5.9809,6.0115,6.035,6.0523,6.0641,6.0709,6.0733,6.0718,6.0669,6.0589,6.0483,6.0354,6.0205,6.0038,5.9857,5.9662
2001-05-30,3.9283,4.3932,4.7112,4.9544,5.1539,5.3224,5.4663,5.5897,5.6954,5.7857,5.8625,5.9273,5.9814,6.026,6.0621,6.0907,6.1126,6.1286,6.1392,6.1451,6.1469,6.145,6.1398,6.1318,6.1213,6.1087,6.0941,6.0779,6.0603,6.0416
2001-05-29,3.9437,4.396,4.7116,4.956,5.1578,5.3286,5.4747,5.5999,5.707,5.7984,5.876,5.9412,5.9954,6.0399,6.0758,6.1039,6.1252,6.1404,6.1502,6.1552,6.1559,6.153,6.1467,6.1376,6.1259,6.1121,6.0963,6.079,6.0602,6.0403
2001-05-25,3.9309,4.3746,4.6889,4.9333,5.1355,5.3071,5.4539,5.58,5.6882,5.7806,5.8592,5.9253,5.9806,6.026,6.0628,6.0918,6.1139,6.1298,6.1403,6.146,6.1473,6.1449,6.1392,6.1305,6.1193,6.1058,6.0904,6.0733,6.0548,6.0351
2001-05-24,3.9668,4.3947,4.7043,4.9452,5.1442,5.313,5.4577,5.582,5.6888,5.7803,5.8582,5.9241,5.9792,6.0248,6.0619,6.0914,6.1141,6.1308,6.1421,6.1487,6.151,6.1495,6.1448,6.1371,6.1269,6.1145,6.1001,6.0841,6.0666,6.0479
2001-05-23,3.9223,4.3255,4.6216,4.8573,5.0548,5.2237,5.3692,5.4948,5.6029,5.6956,5.7748,5.8417,5.8978,5.9443,5.982,6.0121,6.0352,6.0522,6.0637,6.0703,6.0725,6.071,6.066,6.0581,6.0476,6.0347,6.0199,6.0034,5.9853,5.966
2001-05-22,3.9801,4.373,4.6562,4.8819,5.0715,5.2338,5.3739,5.495,5.5994,5.6891,5.7658,5.8309,5.8856,5.9309,5.968,5.9976,6.0205,6.0375,6.0493,6.0563,6.0591,6.0582,6.054,6.0469,6.0373,6.0254,6.0116,5.996,5.9791,5.9608
2001-05-21,4.0022,4.391,4.6684,4.8881,5.0721,5.2293,5.3648,5.4817,5.5824,5.6689,5.7427,5.8052,5.8577,5.9011,5.9365,5.9647,5.9865,6.0026,6.0136,6.02,6.0224,6.0212,6.0169,6.0098,6.0003,5.9886,5.975,5.9598,5.9433,5.9255
2001-05-18,3.9918,4.3828,4.6606,4.882,5.068,5.2274,5.3649,5.4836,5.5858,5.6736,5.7486,5.812,5.8652,5.9092,5.945,5.9735,5.9955,6.0116,6.0225,6.0288,6.031,6.0296,6.0249,6.0174,6.0075,5.9953,5.9813,5.9656,5.9485,5.9302
2001-05-17,3.9579,4.3527,4.6385,4.8693,5.0645,5.2321,5.3768,5.5018,5.6094,5.7017,5.7803,5.8467,5.9023,5.9481,5.9853,6.0146,6.037,6.0533,6.064,6.0699,6.0714,6.0691,6.0634,6.0547,6.0434,6.0299,6.0143,5.9971,5.9784,5.9584
2001-05-16,3.882,4.2801,4.5883,4.8377,5.0478,5.2282,5.3839,5.5185,5.6346,5.7343,5.8195,5.8918,5.9525,6.0028,6.0438,6.0765,6.1018,6.1205,6.1333,6.1409,6.1437,6.1425,6.1375,6.1294,6.1184,6.1049,6.0893,6.0718,6.0527,6.0321
2001-05-15,3.9183,4.3066,4.6114,4.8581,5.0662,5.2448,5.3994,5.5333,5.6491,5.7489,5.8345,5.9074,5.9689,6.0202,6.0624,6.0964,6.1231,6.1432,6.1574,6.1664,6.1708,6.171,6.1675,6.1608,6.1512,6.1391,6.1248,6.1086,6.0907,6.0713
2001-05-14,3.9811,4.3281,4.608,4.84,5.0386,5.2109,5.3609,5.4916,5.6052,5.7036,5.7883,5.8609,5.9224,5.974,6.0167,6.0514,6.0789,6.0999,6.1152,6.1253,6.1308,6.1322,6.1299,6.1243,6.1159,6.1049,6.0917,6.0765,6.0597,6.0413
2001-05-11,4.0383,4.3913,4.6665,4.8936,5.0881,5.2568,5.4037,5.5316,5.6428,5.7389,5.8217,5.8923,5.9522,6.0023,6.0437,6.0772,6.1036,6.1237,6.1382,6.1476,6.1524,6.1532,6.1505,6.1445,6.1358,6.1246,6.1112,6.0959,6.079,6.0606
2001-05-10,3.8933,4.2011,4.4652,4.6897,4.8851,5.0565,5.2073,5.34,5.4563,5.558,5.6464,5.7229,5.7886,5.8445,5.8915,5.9304,5.9622,5.9874,6.0067,6.0207,6.0299,6.0348,6.0359,6.0335,6.0281,6.0199,6.0094,5.9966,5.982,5.9657
2001-05-09,3.8113,4.1012,4.3558,4.5762,4.77,4.9413,5.0928,5.2265,5.3442,5.4475,5.5376,5.6157,5.6831,5.7407,5.7893,5.8299,5.8631,5.8898,5.9104,5.9257,5.9361,5.9422,5.9443,5.9428,5.9382,5.9309,5.921,5.9088,5.8947,5.8789
2001-05-08,3.8505,4.1375,4.3907,4.613,4.8098,4.9841,5.1384,5.2746,5.3944,5.4992,5.5906,5.6697,5.7376,5.7954,5.8441,5.8844,5.9173,5.9433,5.9633,5.9777,5.9871,5.9921,5.9931,5.9905,5.9847,5.976,5.9648,5.9514,5.936,5.9189
2001-05-07,3.8646,4.1506,4.4013,4.6183,4.809,4.9773,5.1259,5.2567,5.3717,5.4722,5.5597,5.6354,5.7004,5.7556,5.8021,5.8406,5.872,5.8968,5.9158,5.9295,5.9384,5.9431,5.944,5.9414,5.9358,5.9275,5.9167,5.9039,5.8891,5.8727
2001-05-04,3.9114,4.1832,4.4252,4.6354,4.8202,4.9833,5.1272,5.254,5.3654,5.4628,5.5476,5.6208,5.6837,5.7371,5.7821,5.8192,5.8495,5.8734,5.8916,5.9047,5.9132,5.9176,5.9183,5.9156,5.9101,5.9018,5.8913,5.8786,5.8642,5.8482
2001-05-03,4.0112,4.2524,4.4786,4.6784,4.855,5.0111,5.1489,5.2702,5.3765,5.4692,5.5496,5.6189,5.678,5.7281,5.7699,5.8042,5.8318,5.8533,5.8694,5.8805,5.8872,5.89,5.8893,5.8854,5.8787,5.8695,5.8581,5.8448,5.8298,5.8134
2001-05-02,4.0516,4.3076,4.5488,4.7565,4.9369,5.0946,5.2327,5.3536,5.459,5.5507,5.6299,5.6979,5.7558,5.8046,5.8451,5.8783,5.9048,5.9253,5.9404,5.9507,5.9566,5.9587,5.9574,5.9529,5.9458,5.9363,5.9246,5.9111,5.8959,5.8793
