year,chord,root_integer,root_roman,quality,title_compressed,artist_compressed,title,artist
1969,Eb:maj,3,bIII,maj,hair,thecowsills,Hair,The Cowsills
1969,&pause,NonHarmonic,NonHarmonic,NonHarmonic,hair,thecowsills,Hair,The Cowsills
1969,G:min,7,V,min,hair,thecowsills,Hair,The Cowsills
1969,&pause,NonHarmonic,NonHarmonic,NonHarmonic,hair,thecowsills,Hair,The Cowsills
1969,Bb:maj,10,bVII,maj,hair,thecowsills,Hair,The Cowsills
1969,&pause,NonHarmonic,NonHarmonic,NonHarmonic,hair,thecowsills,Hair,The Cowsills
1969,G:min,7,V,min,hair,thecowsills,Hair,The Cowsills
1969,&pause,NonHarmonic,NonHarmonic,NonHarmonic,hair,thecowsills,Hair,The Cowsills
1969,Eb:maj,3,bIII,maj,hair,thecowsills,Hair,The Cowsills
1969,&pause,NonHarmonic,NonHarmonic,NonHarmonic,hair,thecowsills,Hair,The Cowsills
1969,G:min,7,V,min,hair,thecowsills,Hair,The Cowsills
1969,&pause,NonHarmonic,NonHarmonic,NonHarmonic,hair,thecowsills,Hair,The Cowsills
1969,Bb:maj,10,bVII,maj,hair,thecowsills,Hair,The Cowsills
1969,&pause,NonHarmonic,NonHarmonic,NonHarmonic,hair,thecowsills,Hair,The Cowsills
1969,Ab:maj,8,bVI,maj,hair,thecowsills,Hair,The Cowsills
1969,Bb:maj,10,bVII,maj,hair,thecowsills,Hair,The Cowsills
1969,&pause,NonHarmonic,NonHarmonic,NonHarmonic,hair,thecowsills,Hair,The Cowsills
1969,C:min,0,I,min,hair,thecowsills,Hair,The Cowsills
1969,Ab:maj,8,bVI,maj,hair,thecowsills,Hair,The Cowsills
1969,C:min,0,I,min,hair,thecowsills,Hair,The Cowsills
1969,Eb:maj,3,bIII,maj,hair,thecowsills,Hair,The Cowsills
1969,C:min,0,I,min,hair,thecowsills,Hair,The Cowsills
1969,Ab:maj,8,bVI,maj,hair,thecowsills,Hair,The Cowsills
1969,C:min,0,I,min,hair,thecowsills,Hair,The Cowsills
1969,Eb:maj,3,bIII,maj,hair,thecowsills,Hair,The Cowsills
1969,G:min,7,V,min,hair,thecowsills,Hair,The Cowsills
1969,Eb:maj,3,bIII,maj,hair,thecowsills,Hair,The Cowsills
1969,G:min,7,V,min,hair,thecowsills,Hair,The Cowsills
1969,Bb:maj,10,bVII,maj,hair,thecowsills,Hair,The Cowsills
1969,G:min,7,V,min,hair,thecowsills,Hair,The Cowsills
1969,Eb:maj,3,bIII,maj,hair,thecowsills,Hair,The Cowsills
1969,G:min,7,V,min,hair,thecowsills,Hair,The Cowsills
1969,Bb:maj,10,bVII,maj,hair,thecowsills,Hair,The Cowsills
1969,C:min,0,I,min,hair,thecowsills,Hair,The Cowsills
1986,C:maj,0,I,maj,press,paulmccartney,Press,Paul McCartney
1986,N,NonHarmonic,NonHarmonic,NonHarmonic,press,paulmccartney,Press,Paul McCartney
1986,C:maj,0,I,maj,press,paulmccartney,Press,Paul McCartney
1986,E:min7,4,III,min7,press,paulmccartney,Press,Paul McCartney
1986,A:min,9,VI,min,press,paulmccartney,Press,Paul McCartney
1986,F:maj,5,IV,maj,press,paulmccartney,Press,Paul McCartney
1986,D:min,2,II,min,press,paulmccartney,Press,Paul McCartney
1986,C:maj,0,I,maj,press,paulmccartney,Press,Paul McCartney
1986,E:min7,4,III,min7,press,paulmccartney,Press,Paul McCartney
1986,A:min,9,VI,min,press,paulmccartney,Press,Paul McCartney
1986,F:maj,5,IV,maj,press,paulmccartney,Press,Paul McCartney
1986,C:maj,0,I,maj,press,paulmccartney,Press,Paul McCartney
1986,E:min,4,III,min,press,paulmccartney,Press,Paul McCartney
1986,F:maj,5,IV,maj,press,paulmccartney,Press,Paul McCartney
1986,D:min,2,II,min,press,paulmccartney,Press,Paul McCartney
1986,G:maj,7,V,maj,press,paulmccartney,Press,Paul McCartney
1986,C:maj,0,I,maj,press,paulmccartney,Press,Paul McCartney
1986,F:maj,5,IV,maj,press,paulmccartney,Press,Paul McCartney
1986,C:maj,0,I,maj,press,paulmccartney,Press,Paul McCartney
1986,F:maj,5,IV,maj,press,paulmccartney,Press,Paul McCartney
1986,D:min,2,II,min,press,paulmccartney,Press,Paul McCartney
1986,G:maj,7,V,maj,press,paulmccartney,Press,Paul McCartney
1986,C:maj,0,I,maj,press,paulmccartney,Press,Paul McCartney
1986,E:min7,4,III,min7,press,paulmccartney,Press,Paul McCartney
1986,A:min,9,VI,min,press,paulmccartney,Press,Paul McCartney
1986,F:maj,5,IV,maj,press,paulmccartney,Press,Paul McCartney
1986,D:min,2,II,min,press,paulmccartney,Press,Paul McCartney
1986,C:maj,0,I,maj,press,paulmccartney,Press,Paul McCartney
1986,F:maj,5,IV,maj,press,paulmccartney,Press,Paul McCartney
1986,Eb:maj,3,bIII,maj,press,paulmccartney,Press,Paul McCartney
1986,F:maj,5,IV,maj,press,paulmccartney,Press,Paul McCartney
1986,Eb:maj,3,bIII,maj,press,paulmccartney,Press,Paul McCartney
1986,E:min,4,III,min,press,paulmccartney,Press,Paul McCartney
1959,Ab:7,7,V,7,iwanttowalkyouhome,fatsdomino,I Want To Walk You Home,Fats Domino
1959,Db:maj,0,I,maj,iwanttowalkyouhome,fatsdomino,I Want To Walk You Home,Fats Domino
1959,Gb:maj,5,IV,maj,iwanttowalkyouhome,fatsdomino,I Want To Walk You Home,Fats Domino
1959,Db:maj,0,I,maj,iwanttowalkyouhome,fatsdomino,I Want To Walk You Home,Fats Domino
1959,Ab:7,7,V,7,iwanttowalkyouhome,fatsdomino,I Want To Walk You Home,Fats Domino
1959,Gb:maj,5,IV,maj,iwanttowalkyouhome,fatsdomino,I Want To Walk You Home,Fats Domino
1959,Db:maj,0,I,maj,iwanttowalkyouhome,fatsdomino,I Want To Walk You Home,Fats Domino
1959,Gb:maj,5,IV,maj,iwanttowalkyouhome,fatsdomino,I Want To Walk You Home,Fats Domino
1959,Db:maj,0,I,maj,iwanttowalkyouhome,fatsdomino,I Want To Walk You Home,Fats Domino
1959,Ab:7,7,V,7,iwanttowalkyouhome,fatsdomino,I Want To Walk You Home,Fats Domino
1991,F:maj,5,IV,maj,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,G:5,7,V,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,C:5,0,I,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,A:5,9,VI,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,F:maj,5,IV,maj,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,G:5,7,V,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,C:5,0,I,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,A:5,9,VI,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,F:maj,5,IV,maj,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,G:5,7,V,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,C:5,0,I,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,A:5,9,VI,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,F:maj,5,IV,maj,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,G:5,7,V,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,C:5,0,I,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,A:5,9,VI,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,F:maj,5,IV,maj,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,G:5,7,V,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,C:5,0,I,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,A:5,9,VI,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,F:maj,5,IV,maj,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,G:5,7,V,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,C:5,0,I,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,A:5,9,VI,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,F:maj,5,IV,maj,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,G:5,7,V,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,C:5,0,I,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,A:5,9,VI,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,F:maj,5,IV,maj,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,G:5,7,V,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,C:5,0,I,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,A:5,9,VI,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,F:maj,5,IV,maj,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,G:5,7,V,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,C:5,0,I,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,A:5,9,VI,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,F:maj,5,IV,maj,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,G:5,7,V,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,C:5,0,I,5,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1991,A:min7,9,VI,min7,walkinginmemphis,marccohn,Walking In Memphis,Marc Cohn
1985,A:5(b7),7,V,5(b7),alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,B:min,9,VI,min,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,G:maj,5,IV,maj,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,B:min,9,VI,min,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,G:maj,5,IV,maj,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,B:min,9,VI,min,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,G:maj,5,IV,maj,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,F#:min,4,III,min,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,G:maj,5,IV,maj,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,A:maj,7,V,maj,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,G:maj,5,IV,maj,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,A:maj/3,7,V,maj/3,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,D:maj,0,I,maj,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,A:maj,7,V,maj,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,G:maj,5,IV,maj,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,A:maj/3,7,V,maj/3,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,D:maj,0,I,maj,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,A:maj,7,V,maj,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,G:maj,5,IV,maj,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1985,A:maj/3,7,V,maj/3,alongcomesawoman,chicago,Along Comes A Woman,Chicago
1965,A:1,0,I,1,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,A:maj,0,I,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,D:maj/5,5,IV,maj/5,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,A:maj,0,I,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,D:maj/5,5,IV,maj/5,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,D:maj,5,IV,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,"E:sus4(b7,9)",7,V,"sus4(b7,9)",rescueme,fontellabass,Rescue Me,Fontella Bass
1965,A:maj,0,I,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,D:maj,5,IV,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,G:maj,10,bVII,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,E:min7,7,V,min7,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,A:maj,0,I,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,D:maj,5,IV,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,G:maj,10,bVII,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,E:min7,7,V,min7,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,A:maj,0,I,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,D:maj,5,IV,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,A:maj,0,I,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,D:maj,5,IV,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,A:maj,0,I,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,D:maj,5,IV,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,"E:sus4(b7,9)",7,V,"sus4(b7,9)",rescueme,fontellabass,Rescue Me,Fontella Bass
1965,A:maj,0,I,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,D:maj,5,IV,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,G:maj,10,bVII,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,E:min7,7,V,min7,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,A:maj,0,I,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1965,D:maj,5,IV,maj,rescueme,fontellabass,Rescue Me,Fontella Bass
1974,C:maj/3,0,I,maj/3,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,G:maj/5,7,V,maj/5,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,A:min/b3,9,VI,min/b3,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,G:maj/3,7,V,maj/3,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,F:maj/3,5,IV,maj/3,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,C:maj/5,0,I,maj/5,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,G:7,7,V,7,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,C:maj,0,I,maj,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,F:min/5,5,IV,min/5,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,C:maj,0,I,maj,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,D:7,2,II,7,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,D:min,2,II,min,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,G:maj,7,V,maj,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,E:min,4,III,min,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,A:min,9,VI,min,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,D:7,2,II,7,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,C:maj/5,0,I,maj/5,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,G:maj,7,V,maj,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,F:maj/9,5,IV,maj/9,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,E:min,4,III,min,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,D:min/11,2,II,min/11,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1974,C:maj/5,0,I,maj/5,averyspeciallovesong,charlierich,A Very Special Love Song,Charlie Rich
1963,F#:maj,0,I,maj,onbroadway,thedrifters,On Broadway,The Drifters
1963,"F#:sus4(b7,9)",0,I,"sus4(b7,9)",onbroadway,thedrifters,On Broadway,The Drifters
1963,F#:maj,0,I,maj,onbroadway,thedrifters,On Broadway,The Drifters
1963,"F#:sus4(b7,9)",0,I,"sus4(b7,9)",onbroadway,thedrifters,On Broadway,The Drifters
1963,F#:maj,0,I,maj,onbroadway,thedrifters,On Broadway,The Drifters
1963,"F#:sus4(b7,9)",0,I,"sus4(b7,9)",onbroadway,thedrifters,On Broadway,The Drifters
1963,F#:maj,0,I,maj,onbroadway,thedrifters,On Broadway,The Drifters
1963,"F#:sus4(b7,9)",0,I,"sus4(b7,9)",onbroadway,thedrifters,On Broadway,The Drifters
1963,F#:maj,0,I,maj,onbroadway,thedrifters,On Broadway,The Drifters
1963,"F#:sus4(b7,9)",0,I,"sus4(b7,9)",onbroadway,thedrifters,On Broadway,The Drifters
1963,F#:maj,0,I,maj,onbroadway,thedrifters,On Broadway,The Drifters
1963,"F#:sus4(b7,9)",0,I,"sus4(b7,9)",onbroadway,thedrifters,On Broadway,The Drifters
1963,F#:maj,0,I,maj,onbroadway,thedrifters,On Broadway,The Drifters
1963,"F#:sus4(b7,9)",0,I,"sus4(b7,9)",onbroadway,thedrifters,On Broadway,The Drifters
1963,F#:maj,0,I,maj,onbroadway,thedrifters,On Broadway,The Drifters
1963,"F#:sus4(b7,9)",0,I,"sus4(b7,9)",onbroadway,thedrifters,On Broadway,The Drifters
1963,F#:maj,0,I,maj,onbroadway,thedrifters,On Broadway,The Drifters
1963,"F#:sus4(b7,9)",0,I,"sus4(b7,9)",onbroadway,thedrifters,On Broadway,The Drifters
1963,F#:maj,0,I,maj,onbroadway,thedrifters,On Broadway,The Drifters
1963,"F#:sus4(b7,9)",0,I,"sus4(b7,9)",onbroadway,thedrifters,On Broadway,The Drifters
1963,F#:maj,0,I,maj,onbroadway,thedrifters,On Broadway,The Drifters
1963,"F#:sus4(b7,9)",0,I,"sus4(b7,9)",onbroadway,thedrifters,On Broadway,The Drifters
1963,F#:maj,0,I,maj,onbroadway,thedrifters,On Broadway,The Drifters
1963,"F#:sus4(b7,9)",0,I,"sus4(b7,9)",onbroadway,thedrifters,On Broadway,The Drifters
1963,B:maj,5,IV,maj,onbroadway,thedrifters,On Broadway,The Drifters
1963,"B:sus4(b7,9)",5,IV,"sus4(b7,9)",onbroadway,thedrifters,On Broadway,The Drifters
1963,B:maj,5,IV,maj,onbroadway,thedrifters,On Broadway,The Drifters
1963,"B:sus4(b7,9)",5,IV,"sus4(b7,9)",onbroadway,thedrifters,On Broadway,The Drifters
1963,B:maj,5,IV,maj,onbroadway,thedrifters,On Broadway,The Drifters
1963,"B:sus4(b7,9)",5,IV,"sus4(b7,9)",onbroadway,thedrifters,On Broadway,The Drifters
1978,E:maj,0,I,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,A:maj,5,IV,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,B:maj,7,V,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,E:maj,0,I,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,A:maj,5,IV,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,B:maj,7,V,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,E:maj,0,I,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,A:maj,5,IV,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,B:maj,7,V,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,E:maj,0,I,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,A:maj,5,IV,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,B:maj,7,V,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,E:maj,0,I,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,A:maj,5,IV,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,B:maj,7,V,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,E:maj,0,I,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,A:maj,5,IV,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,B:maj,7,V,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,E:maj,0,I,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,A:maj,5,IV,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,E:maj,0,I,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,A:maj,5,IV,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,E:maj,0,I,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,A:maj,5,IV,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,E:maj,0,I,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,A:maj,5,IV,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,E:maj,0,I,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,A:maj,5,IV,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1978,E:maj,0,I,maj,hotchildinthecity,nickgilder,Hot Child In The City,Nick Gilder
1958,F:7,7,V,7,thewaysofawomaninlove,johnnycash,The Ways Of A Woman In Love,Johnny Cash
1958,Bb:maj,0,I,maj,thewaysofawomaninlove,johnnycash,The Ways Of A Woman In Love,Johnny Cash
1958,F:7,7,V,7,thewaysofawomaninlove,johnnycash,The Ways Of A Woman In Love,Johnny Cash
1958,Bb:maj,0,I,maj,thewaysofawomaninlove,johnnycash,The Ways Of A Woman In Love,Johnny Cash
1958,Eb:maj,5,IV,maj,thewaysofawomaninlove,johnnycash,The Ways Of A Woman In Love,Johnny Cash
1958,Bb:maj,0,I,maj,thewaysofawomaninlove,johnnycash,The Ways Of A Woman In Love,Johnny Cash
1958,F:7,7,V,7,thewaysofawomaninlove,johnnycash,The Ways Of A Woman In Love,Johnny Cash
1958,Bb:maj,0,I,maj,thewaysofawomaninlove,johnnycash,The Ways Of A Woman In Love,Johnny Cash
1958,F:7,7,V,7,thewaysofawomaninlove,johnnycash,The Ways Of A Woman In Love,Johnny Cash
1958,Bb:maj,0,I,maj,thewaysofawomaninlove,johnnycash,The Ways Of A Woman In Love,Johnny Cash
1958,Eb:maj,5,IV,maj,thewaysofawomaninlove,johnnycash,The Ways Of A Woman In Love,Johnny Cash
1958,Bb:maj,0,I,maj,thewaysofawomaninlove,johnnycash,The Ways Of A Woman In Love,Johnny Cash
1960,N,NonHarmonic,NonHarmonic,NonHarmonic,lastdate,floydcramer,Last Date,Floyd Cramer
1960,F:maj,5,IV,maj,lastdate,floydcramer,Last Date,Floyd Cramer
1960,C:maj,0,I,maj,lastdate,floydcramer,Last Date,Floyd Cramer
1960,G:maj,7,V,maj,lastdate,floydcramer,Last Date,Floyd Cramer
1960,C:maj,0,I,maj,lastdate,floydcramer,Last Date,Floyd Cramer
1960,C:7,0,I,7,lastdate,floydcramer,Last Date,Floyd Cramer
1960,F:maj,5,IV,maj,lastdate,floydcramer,Last Date,Floyd Cramer
1960,C:maj,0,I,maj,lastdate,floydcramer,Last Date,Floyd Cramer
1960,C:7,0,I,7,lastdate,floydcramer,Last Date,Floyd Cramer
1960,F:maj,5,IV,maj,lastdate,floydcramer,Last Date,Floyd Cramer
1960,C:maj,0,I,maj,lastdate,floydcramer,Last Date,Floyd Cramer
1960,C:7,0,I,7,lastdate,floydcramer,Last Date,Floyd Cramer
1960,F:maj,5,IV,maj,lastdate,floydcramer,Last Date,Floyd Cramer
1960,C:maj,0,I,maj,lastdate,floydcramer,Last Date,Floyd Cramer
1960,G:7,7,V,7,lastdate,floydcramer,Last Date,Floyd Cramer
1960,C:7,0,I,7,lastdate,floydcramer,Last Date,Floyd Cramer
1960,F:maj,5,IV,maj,lastdate,floydcramer,Last Date,Floyd Cramer
1960,C:maj,0,I,maj,lastdate,floydcramer,Last Date,Floyd Cramer
1960,G:7,7,V,7,lastdate,floydcramer,Last Date,Floyd Cramer
1960,C:maj,0,I,maj,lastdate,floydcramer,Last Date,Floyd Cramer
1962,C:maj7,5,IV,maj7,everybodylovesmebutyou,brendalee,Everybody Loves Me But You,Brenda Lee
1962,C:maj6,5,IV,maj6,everybodylovesmebutyou,brendalee,Everybody Loves Me But You,Brenda Lee
1962,F:7(#11),10,bVII,7(#11),everybodylovesmebutyou,brendalee,Everybody Loves Me But You,Brenda Lee
1962,F:7,10,bVII,7,everybodylovesmebutyou,brendalee,Everybody Loves Me But You,Brenda Lee
1962,G:maj7,0,I,maj7,everybodylovesmebutyou,brendalee,Everybody Loves Me But You,Brenda Lee
1962,G#:dim,1,bII,dim,everybodylovesmebutyou,brendalee,Everybody Loves Me But You,Brenda Lee
1962,D:7/5,7,V,7/5,everybodylovesmebutyou,brendalee,Everybody Loves Me But You,Brenda Lee
1962,G:maj,0,I,maj,everybodylovesmebutyou,brendalee,Everybody Loves Me But You,Brenda Lee
1962,D:7,7,V,7,everybodylovesmebutyou,brendalee,Everybody Loves Me But You,Brenda Lee
1962,D:7/5,7,V,7/5,everybodylovesmebutyou,brendalee,Everybody Loves Me But You,Brenda Lee
1962,D:7,7,V,7,everybodylovesmebutyou,brendalee,Everybody Loves Me But You,Brenda Lee
1962,G:maj,0,I,maj,everybodylovesmebutyou,brendalee,Everybody Loves Me But You,Brenda Lee
1962,E:min,9,VI,min,everybodylovesmebutyou,brendalee,Everybody Loves Me But You,Brenda Lee
1962,B:maj,4,III,maj,everybodylovesmebutyou,brendalee,Everybody Loves Me But You,Brenda Lee
1962,E:min,9,VI,min,everybodylovesmebutyou,brendalee,Everybody Loves Me But You,Brenda Lee
1959,D:7,7,V,7,almostgrown,chuckberry,Almost Grown,Chuck Berry
1959,N,NonHarmonic,NonHarmonic,NonHarmonic,almostgrown,chuckberry,Almost Grown,Chuck Berry
1959,G:7,0,I,7,almostgrown,chuckberry,Almost Grown,Chuck Berry
1959,C:7,5,IV,7,almostgrown,chuckberry,Almost Grown,Chuck Berry
1959,G:7,0,I,7,almostgrown,chuckberry,Almost Grown,Chuck Berry
1959,D:7,7,V,7,almostgrown,chuckberry,Almost Grown,Chuck Berry
1959,C:7,5,IV,7,almostgrown,chuckberry,Almost Grown,Chuck Berry
1959,G:7,0,I,7,almostgrown,chuckberry,Almost Grown,Chuck Berry
1959,C:7,5,IV,7,almostgrown,chuckberry,Almost Grown,Chuck Berry
1959,G:7,0,I,7,almostgrown,chuckberry,Almost Grown,Chuck Berry
1959,D:7,7,V,7,almostgrown,chuckberry,Almost Grown,Chuck Berry
1959,C:7,5,IV,7,almostgrown,chuckberry,Almost Grown,Chuck Berry
1959,G:7,0,I,7,almostgrown,chuckberry,Almost Grown,Chuck Berry
1978,C:maj,0,I,maj,myway,elvispresley,My Way,Elvis Presley
1978,F:min/5,5,IV,min/5,myway,elvispresley,My Way,Elvis Presley
1978,C:maj,0,I,maj,myway,elvispresley,My Way,Elvis Presley
1978,E:min,4,III,min,myway,elvispresley,My Way,Elvis Presley
1978,G:min6,7,V,min6,myway,elvispresley,My Way,Elvis Presley
1978,A:maj,9,VI,maj,myway,elvispresley,My Way,Elvis Presley
1978,A:7,9,VI,7,myway,elvispresley,My Way,Elvis Presley
1978,D:min,2,II,min,myway,elvispresley,My Way,Elvis Presley
